YEAR,STATE_DESCRIPTION,STATE_CODE,NAICS_CODE,INDUSTRY,BUSINESS_CLASSIFICATION_S,ANNUAL_PAYROLL_S,EMPLOYMENT_S,AVG_SALARY_S,BUSINESS_CLASSIFICATION_B,ANNUAL_PAYROLL_B,EMPLOYMENT_B,AVG_SALARY_B
2010,Indiana,IN,22,Utilities,Small Business,325486000,5354,60793.05192379529,Large Business,1025773000.0,12907.0,79474.16130781747
2010,Indiana,IN,23,Construction,Small Business,8411384000,185578,45325.32951104118,Large Business,1306474000.0,18287.0,71442.77355498442
2010,Indiana,IN,31-33,Manufacturing,Small Business,13260260000,326044,40670.15494841187,Large Business,13939680000.0,256701.0,54303.17762688887
2010,Indiana,IN,42,Wholesale Trade,Small Business,5679968000,126758,44809.54259297244,Large Business,2331536000.0,41953.0,55574.95292350964
2010,Illinois,IL,55,Management of Companies and Enterprises,Small Business,2508377000,34016,73741.09242709313,Large Business,16508763000.0,145855.0,113186.1300606767
2010,Indiana,IN,53,Real Estate and Rental and Leasing,Small Business,1388710000,44938,30902.79941252392,Large Business,355244000.0,9990.0,35559.95995995996
2010,Kansas,KS,22,Utilities,Small Business,180508000,2862,63070.58001397624,Large Business,391993000.0,4630.0,84663.71490280777
2010,Kentucky,KY,61,Educational Services,Small Business,749584000,31670,23668.582254499528,Large Business,299404000.0,12096.0,24752.314814814814
2010,Kentucky,KY,62,Health Care and Social Assistance,Small Business,7869842000,220450,35698.98843275119,Large Business,5450927000.0,131160.0,41559.37023482769
2010,Kentucky,KY,71,"Arts, Entertainment, and Recreation",Small Business,574970000,27690,20764.535933550018,Large Business,76537000.0,3187.0,24015.37496077816
2010,Kentucky,KY,72,Accommodation and Food Services,Small Business,2264322000,182414,12413.093293277929,Large Business,899187000.0,59376.0,15143.947049312854
2010,Kentucky,KY,81,Other Services (except Public Administration),Small Business,2383136000,108560,21952.247605011053,Large Business,309763000.0,11410.0,27148.37861524978
2010,Louisiana,LA,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,2303124000,34746,66284.57951994475,Large Business,2431700000.0,32363.0,75138.27519080431
2010,Louisiana,LA,23,Construction,Small Business,6910642000,160492,43059.105749819304,Large Business,2728960000.0,51426.0,53065.76439933108
2010,Louisiana,LA,31-33,Manufacturing,Small Business,4467364000,101082,44195.44528204824,Large Business,4861640000.0,74438.0,65311.26575136355
2010,Louisiana,LA,42,Wholesale Trade,Small Business,4319850000,93072,46414.066529138734,Large Business,1615439000.0,27506.0,58730.42245328292
2010,Louisiana,LA,44-45,Retail Trade,Small Business,5069426000,191234,26509.02036248784,Large Business,2673905000.0,127170.0,21026.224738538964
2010,Kentucky,KY,56,Administrative and Support and Waste Management and Remediation Services,Small Business,1792414000,66246,27056.939286900342,Large Business,1154343000.0,48841.0,23634.712638971356
2010,Louisiana,LA,48-49,Transportation and Warehousing,Small Business,3014732000,59542,50632.02445332706,Large Business,1786960000.0,34794.0,51358.280163246534
2010,Louisiana,LA,52,Finance and Insurance,Small Business,3138176000,68826,45595.79228779821,Large Business,1843981000.0,29879.0,61714.95029954148
2010,Louisiana,LA,53,Real Estate and Rental and Leasing,Small Business,1575458000,41718,37764.466177669114,Large Business,470959000.0,9206.0,51157.83184879427
2010,Louisiana,LA,54,"Professional, Scientific, and Technical Services",Small Business,7204404000,133264,54061.14179373274,Large Business,1131874000.0,21111.0,53615.366396665246
2010,Louisiana,LA,55,Management of Companies and Enterprises,Small Business,751596000,11830,63533.051563820794,Large Business,1439722000.0,12361.0,116472.93908259849
2010,Louisiana,LA,56,Administrative and Support and Waste Management and Remediation Services,Small Business,3016854000,96394,31297.113928252795,Large Business,1524703000.0,52783.0,28886.251255138966
2010,Louisiana,LA,61,Educational Services,Small Business,1315984000,47472,27721.267273340076,Large Business,507148000.0,11423.0,44397.09358312177
2010,Louisiana,LA,62,Health Care and Social Assistance,Small Business,9830548000,310152,31695.903943872683,Large Business,5184915000.0,124360.0,41692.78706979736
2010,Louisiana,LA,71,"Arts, Entertainment, and Recreation",Small Business,723256000,25824,28007.12515489467,Large Business,214718000.0,9130.0,23517.853231106244
2010,Louisiana,LA,72,Accommodation and Food Services,Small Business,2972164000,203740,14588.023952095808,Large Business,1375273000.0,75842.0,18133.395743783127
2010,Louisiana,LA,81,Other Services (except Public Administration),Small Business,3121478000,131410,23753.73259264896,Large Business,287898000.0,7971.0,36118.178396687996
2010,Kansas,KS,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,664078000,14024,47352.966343411295,Large Business,153802000.0,2147.0,71635.7708430368
2010,Louisiana,LA,51,Information,Small Business,583986000,14494,40291.568925072446,Large Business,833115000.0,17020.0,48949.177438307874
2010,Kentucky,KY,55,Management of Companies and Enterprises,Small Business,441096000,7145,61734.91952414276,Large Business,1816387000.0,21776.0,83412.33468038208
2010,Kentucky,KY,53,Real Estate and Rental and Leasing,Small Business,763868000,25300,30192.411067193676,Large Business,198485000.0,5395.0,36790.546802594996
2010,Kentucky,KY,54,"Professional, Scientific, and Technical Services",Small Business,3825032000,90074,42465.43952749961,Large Business,1031762000.0,20500.0,50329.85365853659
2010,Kansas,KS,31-33,Manufacturing,Small Business,4337242000,109326,39672.55730567294,Large Business,5388334000.0,103050.0,52288.53954391072
2010,Kansas,KS,42,Wholesale Trade,Small Business,3403798000,72542,46921.755672575884,Large Business,1395729000.0,24714.0,56475.23670793882
2010,Kansas,KS,44-45,Retail Trade,Small Business,3185548000,126438,25194.545943466364,Large Business,1729064000.0,83334.0,20748.60201118391
2010,Kansas,KS,48-49,Transportation and Warehousing,Small Business,1077178000,30756,35023.3450383665,Large Business,1197172000.0,30574.0,39156.53823510172
2010,Kansas,KS,51,Information,Small Business,735250000,18738,39238.44593873413,Large Business,2113955000.0,29976.0,70521.58393381372
2010,Kansas,KS,52,Finance and Insurance,Small Business,2732314000,56698,48190.659282514374,Large Business,1845143000.0,30961.0,59595.71719259714
2010,Kansas,KS,53,Real Estate and Rental and Leasing,Small Business,660246000,21502,30706.2598828016,Large Business,157132000.0,4649.0,33799.09657990966
2010,Kansas,KS,54,"Professional, Scientific, and Technical Services",Small Business,3858416000,82776,46612.73799168841,Large Business,1107974000.0,17101.0,64790.012279983624
2010,Kansas,KS,55,Management of Companies and Enterprises,Small Business,548676000,9374,58531.68337956048,Large Business,1726342000.0,20131.0,85755.40211613929
2010,Kansas,KS,56,Administrative and Support and Waste Management and Remediation Services,Small Business,1669070000,59478,28061.972494031408,Large Business,1282790000.0,40796.0,31444.01411903128
2010,Kansas,KS,61,Educational Services,Small Business,619472000,25892,23925.227869612234,Large Business,177934000.0,6525.0,27269.578544061304
2010,Kansas,KS,62,Health Care and Social Assistance,Small Business,7291678000,212960,34239.66003005259,Large Business,3225888000.0,80340.0,40152.9499626587
2010,Kansas,KS,71,"Arts, Entertainment, and Recreation",Small Business,400710000,22804,17571.917207507457,Large Business,32930000.0,2439.0,13501.435014350143
2010,Kansas,KS,23,Construction,Small Business,4287642000,99706,43002.84837422021,Large Business,409734000.0,6296.0,65078.4625158831
2010,Kansas,KS,81,Other Services (except Public Administration),Small Business,2158108000,96354,22397.700147373227,Large Business,91147000.0,4685.0,19455.069370330843
2010,Kansas,KS,72,Accommodation and Food Services,Small Business,1459886000,124434,11732.211453461272,Large Business,566613000.0,40183.0,14100.81377697036
2010,Kentucky,KY,52,Finance and Insurance,Small Business,2166880000,53060,40838.29626837542,Large Business,2281254000.0,40281.0,56633.4996648544
2010,Kentucky,KY,51,Information,Small Business,639310000,17146,37286.24752128776,Large Business,968327000.0,23235.0,41675.3604476006
2010,Kentucky,KY,48-49,Transportation and Warehousing,Small Business,1365976000,39176,34867.67408617521,Large Business,2799233000.0,60307.0,46416.386157494155
2010,Kentucky,KY,42,Wholesale Trade,Small Business,3233986000,73714,43872.073147570336,Large Business,1866538000.0,31074.0,60067.51625152861
2010,Kentucky,KY,44-45,Retail Trade,Small Business,4020800000,161288,24929.318982193345,Large Business,3147902000.0,137102.0,22960.29233709209
2010,Kentucky,KY,23,Construction,Small Business,4874108000,118894,40995.40767406261,Large Business,243215000.0,4820.0,50459.54356846473
2010,Kentucky,KY,22,Utilities,Small Business,277686000,5086,54598.11246559182,Large Business,524628000.0,5767.0,90970.69533552974
2010,Kentucky,KY,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,956706000,17130,55849.737302977235,Large Business,893862000.0,12627.0,70789.73627940129
2010,Kentucky,KY,31-33,Manufacturing,Small Business,5535004000,143648,38531.71641791045,Large Business,6345201000.0,131166.0,48375.348794657155
2011,North Dakota,ND,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,802500000,9104,88148.06678383128,Large Business,964330000.0,10310.0,93533.46265761397
2011,North Dakota,ND,31-33,Manufacturing,Small Business,1020112000,26848,37995.82836710369,Large Business,523190000.0,9856.0,53083.40097402597
2011,North Dakota,ND,23,Construction,Small Business,1845976000,32848,56197.51583049196,Large Business,94836000.0,1516.0,62556.72823218998
2011,North Carolina,NC,61,Educational Services,Small Business,2041378000,75966,26872.258642024062,Large Business,2186662000.0,50406.0,43380.98639050907
2011,North Carolina,NC,81,Other Services (except Public Administration),Small Business,5971200000,258196,23126.616988644284,Large Business,453800000.0,15586.0,29115.87321955601
2011,North Carolina,NC,72,Accommodation and Food Services,Small Business,5507916000,394398,13965.375077966926,Large Business,2262732000.0,148122.0,15276.137238222545
2011,North Carolina,NC,71,"Arts, Entertainment, and Recreation",Small Business,1874900000,76706,24442.677235157615,Large Business,565565000.0,15887.0,35599.23207654057
2011,North Carolina,NC,62,Health Care and Social Assistance,Small Business,18134200000,503018,36050.797386972234,Large Business,12719677000.0,289230.0,43977.72361096705
2011,Ohio,OH,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,535954000,10186,52616.728843510704,Large Business,408514000.0,3987.0,102461.49987459242
2011,North Dakota,ND,42,Wholesale Trade,Small Business,1271190000,24190,52550.22736668045,Large Business,441536000.0,8038.0,54931.07738243344
2011,North Dakota,ND,55,Management of Companies and Enterprises,Small Business,75118000,1209,62132.34077750207,Large Business,190462000.0,3755.0,50722.23701731025
2011,North Dakota,ND,48-49,Transportation and Warehousing,Small Business,691746000,15242,45384.20154835324,Large Business,324472000.0,6201.0,52325.75391065957
2011,North Dakota,ND,51,Information,Small Business,272174000,6396,42553.783614759224,Large Business,228269000.0,3773.0,60500.66260270342
2011,North Dakota,ND,52,Finance and Insurance,Small Business,719778000,16238,44326.76437984974,Large Business,431214000.0,8660.0,49793.764434180135
2011,North Dakota,ND,53,Real Estate and Rental and Leasing,Small Business,219744000,6622,33183.93234672304,Large Business,40199000.0,664.0,60540.66265060241
2011,North Dakota,ND,54,"Professional, Scientific, and Technical Services",Small Business,895664000,17502,51174.95143412182,Large Business,120048000.0,2528.0,47487.3417721519
2011,North Dakota,ND,56,Administrative and Support and Waste Management and Remediation Services,Small Business,403504000,14314,28189.464859578035,Large Business,144419000.0,4786.0,30175.302966987045
2011,North Dakota,ND,61,Educational Services,Small Business,154396000,7062,21862.928348909656,Large Business,26382000.0,1093.0,24137.236962488565
2011,North Dakota,ND,62,Health Care and Social Assistance,Small Business,1529768000,50962,30017.81719712727,Large Business,1534139000.0,30983.0,49515.50850466385
2011,North Dakota,ND,72,Accommodation and Food Services,Small Business,711504000,51980,13688.033859176607,Large Business,90336000.0,6114.0,14775.269872423945
2011,North Dakota,ND,81,Other Services (except Public Administration),Small Business,522068000,23760,21972.55892255892,Large Business,28695000.0,890.0,32241.573033707864
2011,Ohio,OH,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,56145000,2061,27241.630276564774,Large Business,4214000.0,113.0,37292.03539823009
2011,North Carolina,NC,56,Administrative and Support and Waste Management and Remediation Services,Small Business,5627712000,190384,29559.794940751322,Large Business,4596800000.0,153806.0,29887.00050713236
2011,North Dakota,ND,44-45,Retail Trade,Small Business,1418206000,48854,29029.47558030049,Large Business,427063000.0,20894.0,20439.504163874797
2011,North Carolina,NC,55,Management of Companies and Enterprises,Small Business,1350517000,23006,58702.81665652439,Large Business,6347459000.0,66639.0,95251.41433694983
2011,New York,NY,81,Other Services (except Public Administration),Small Business,19382882000,606162,31976.4056473352,Large Business,1974959000.0,50832.0,38852.67154548316
2011,North Carolina,NC,53,Real Estate and Rental and Leasing,Small Business,2306472000,63588,36272.12681638045,Large Business,586167000.0,14023.0,41800.399343934965
2011,New York,NY,23,Construction,Small Business,31178582000,525478,59333.753268452725,Large Business,2513742000.0,28453.0,88347.16901556954
2011,New York,NY,31-33,Manufacturing,Small Business,23162206000,524962,44121.68118835268,Large Business,10747350000.0,172422.0,62331.66301284059
2011,New York,NY,42,Wholesale Trade,Small Business,30638186000,508910,60203.544831109626,Large Business,7480824000.0,97849.0,76452.7384030496
2011,New York,NY,44-45,Retail Trade,Small Business,22288938000,713296,31247.810165765684,Large Business,12857228000.0,527554.0,24371.397051297117
2011,New York,NY,48-49,Transportation and Warehousing,Small Business,7610994000,199256,38197.063074637656,Large Business,5772605000.0,125528.0,45986.592632719396
2011,New York,NY,51,Information,Small Business,10175642000,144190,70571.06595464319,Large Business,18301294000.0,189635.0,96507.99694149286
2011,New York,NY,52,Finance and Insurance,Small Business,50666910000,299926,168931.36973786866,Large Business,74176429000.0,378606.0,195919.8454329831
2011,New York,NY,53,Real Estate and Rental and Leasing,Small Business,12853942000,267958,47969.98783391427,Large Business,2168871000.0,29109.0,74508.60558590127
2011,New York,NY,54,"Professional, Scientific, and Technical Services",Small Business,47775200000,667096,71616.67885881492,Large Business,24113256000.0,237551.0,101507.70150409806
2011,New York,NY,55,Management of Companies and Enterprises,Small Business,4404136000,46247,95230.73929119727,Large Business,19746579000.0,148138.0,133298.53919993519
2011,New York,NY,56,Administrative and Support and Waste Management and Remediation Services,Small Business,18367886000,452452,40596.31960959395,Large Business,12700731000.0,255577.0,49694.342605164
2011,New York,NY,61,Educational Services,Small Business,9247660000,260388,35514.92388282102,Large Business,10465997000.0,257995.0,40566.666020659315
2011,New York,NY,62,Health Care and Social Assistance,Small Business,47396080000,1182318,40087.421488973356,Large Business,39383973000.0,825337.0,47718.65674263967
2011,New York,NY,71,"Arts, Entertainment, and Recreation",Small Business,8423172000,200244,42064.54125966321,Large Business,2752347000.0,53165.0,51769.90501269632
2011,New York,NY,72,Accommodation and Food Services,Small Business,18256652000,902726,20223.9129038047,Large Business,4608206000.0,190565.0,24181.80673261092
2011,North Carolina,NC,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,283876000,8750,32442.97142857143,Large Business,13908000.0,333.0,41765.76576576577
2011,North Carolina,NC,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,112580000,2456,45838.76221498371,Large Business,93622000.0,1628.0,57507.37100737101
2011,North Carolina,NC,22,Utilities,Small Business,434053000,6723,64562.39773910456,Large Business,1486654000.0,15532.0,95715.55498326037
2011,North Carolina,NC,23,Construction,Small Business,10252350000,276472,37082.77872623629,Large Business,1660452000.0,30675.0,54130.464547677264
2011,North Carolina,NC,31-33,Manufacturing,Small Business,11363342000,299300,37966.394921483465,Large Business,12238012000.0,253647.0,48248.20321154991
2011,North Carolina,NC,42,Wholesale Trade,Small Business,8874868000,176496,50283.67781706101,Large Business,5894664000.0,76124.0,77435.02706111081
2011,North Carolina,NC,44-45,Retail Trade,Small Business,8380244000,301798,27767.725432242758,Large Business,6254562000.0,295557.0,21161.94845664288
2011,North Carolina,NC,48-49,Transportation and Warehousing,Small Business,2343790000,69370,33786.795444716736,Large Business,2973967000.0,71171.0,41786.219106096585
2011,North Carolina,NC,51,Information,Small Business,1952164000,35006,55766.55430497629,Large Business,3631427000.0,55844.0,65028.060310865985
2011,North Carolina,NC,52,Finance and Insurance,Small Business,4363824000,79458,54919.88220191799,Large Business,9607104000.0,123712.0,77657.00982928091
2011,North Carolina,NC,54,"Professional, Scientific, and Technical Services",Small Business,12385370000,220140,56261.33369673844,Large Business,6263402000.0,75418.0,83049.1659815959
2011,Ohio,OH,23,Construction,Small Business,13403382000,265650,50455.042348955394,Large Business,1597604000.0,24240.0,65907.75577557756
2011,Pennsylvania,PA,31-33,Manufacturing,Small Business,23763126000,530658,44780.49138993476,Large Business,15944102000.0,281627.0,56614.252184627185
2011,Ohio,OH,42,Wholesale Trade,Small Business,13348232000,258828,51571.823759407795,Large Business,5436427000.0,85559.0,63540.09513902687
2011,Oklahoma,OK,72,Accommodation and Food Services,Small Business,2064836000,159638,12934.489282000526,Large Business,767629000.0,53664.0,14304.356738223018
2011,Oklahoma,OK,81,Other Services (except Public Administration),Small Business,2491134000,111568,22328.391653520725,Large Business,135596000.0,4768.0,28438.758389261744
2011,Oregon,OR,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,760900000,22012,34567.50863165546,Large Business,35393000.0,532.0,66528.1954887218
2011,Oregon,OR,22,Utilities,Small Business,168276000,2248,74855.87188612099,Large Business,621603000.0,6975.0,89118.70967741935
2011,Oregon,OR,23,Construction,Small Business,5161914000,112020,46080.28923406535,Large Business,594922000.0,7772.0,76546.83479155945
2011,Oregon,OR,31-33,Manufacturing,Small Business,6299276000,151082,41694.41760103785,Large Business,4047471000.0,68679.0,58933.167343729525
2011,Oregon,OR,42,Wholesale Trade,Small Business,4333928000,84154,51499.96435107066,Large Business,3702829000.0,37887.0,97733.4969778552
2011,Oregon,OR,44-45,Retail Trade,Small Business,4130398000,157922,26154.671293423336,Large Business,2652502000.0,105628.0,25111.731737796796
2011,Oregon,OR,48-49,Transportation and Warehousing,Small Business,1625230000,41076,39566.41347745642,Large Business,1333600000.0,30060.0,44364.60412508317
2011,Oregon,OR,51,Information,Small Business,1510784000,28324,53339.358847620395,Large Business,1227108000.0,21133.0,58065.96318553921
2011,Oregon,OR,52,Finance and Insurance,Small Business,2113454000,40422,52284.74593043392,Large Business,2415760000.0,37244.0,64863.06519170873
2011,Oregon,OR,53,Real Estate and Rental and Leasing,Small Business,1179926000,39460,29901.82463253928,Large Business,277353000.0,6957.0,39866.752910737385
2011,Oregon,OR,54,"Professional, Scientific, and Technical Services",Small Business,6161430000,114990,53582.31150534829,Large Business,1668710000.0,22967.0,72656.85548830932
2011,Oregon,OR,55,Management of Companies and Enterprises,Small Business,852967000,12414,68710.08538746576,Large Business,2981290000.0,31179.0,95618.52528945764
2011,Oregon,OR,56,Administrative and Support and Waste Management and Remediation Services,Small Business,2293282000,83114,27592.00616021368,Large Business,1274200000.0,44989.0,28322.478828157993
2011,Oregon,OR,61,Educational Services,Small Business,939486000,38314,24520.69739520802,Large Business,351817000.0,14960.0,23517.179144385027
2011,Oregon,OR,62,Health Care and Social Assistance,Small Business,7861920000,214204,36702.956060577766,Large Business,5618170000.0,103192.0,54443.85223660749
2011,Oregon,OR,71,"Arts, Entertainment, and Recreation",Small Business,868426000,37316,23272.215671561797,Large Business,129020000.0,4965.0,25985.90130916415
2011,Oregon,OR,72,Accommodation and Food Services,Small Business,3258468000,210846,15454.255712700264,Large Business,762769000.0,39346.0,19386.189193310627
2011,Oregon,OR,81,Other Services (except Public Administration),Small Business,2726034000,108764,25063.75271229451,Large Business,192578000.0,6438.0,29912.70580925753
2011,Pennsylvania,PA,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,1295704000,21778,59496.005142804665,Large Business,1555123000.0,18399.0,84522.14794282298
2011,Pennsylvania,PA,22,Utilities,Small Business,315470000,4736,66611.06418918919,Large Business,3113371000.0,29415.0,105842.97127315996
2011,Pennsylvania,PA,23,Construction,Small Business,18588702000,358004,51923.168456218365,Large Business,2577224000.0,40742.0,63257.17932354818
2011,Ohio,OH,31-33,Manufacturing,Small Business,25724462000,570630,45080.80893048034,Large Business,19090565000.0,328712.0,58076.872764000094
2011,Oklahoma,OK,62,Health Care and Social Assistance,Small Business,7630048000,224674,33960.52947826629,Large Business,4310776000.0,99936.0,43135.366634646176
2011,Oklahoma,OK,56,Administrative and Support and Waste Management and Remediation Services,Small Business,2239422000,76886,29126.52498504279,Large Business,1788678000.0,50638.0,35322.84055452427
2011,Ohio,OH,44-45,Retail Trade,Small Business,10159894000,374196,27151.26297448396,Large Business,8021061000.0,361822.0,22168.52761855277
2011,Ohio,OH,48-49,Transportation and Warehousing,Small Business,3874034000,104684,37006.93515723511,Large Business,4291648000.0,97834.0,43866.63123249586
2011,Ohio,OH,51,Information,Small Business,2152386000,44972,47860.579916392424,Large Business,4179406000.0,67843.0,61604.08590422004
2011,Ohio,OH,52,Finance and Insurance,Small Business,6100202000,122146,49941.88921454653,Large Business,12331304000.0,178877.0,68937.33682921785
2011,Ohio,OH,53,Real Estate and Rental and Leasing,Small Business,2767950000,76252,36300.03147458427,Large Business,916615000.0,20901.0,43855.078704368214
2011,Ohio,OH,54,"Professional, Scientific, and Technical Services",Small Business,16762044000,304160,55109.29773803261,Large Business,6110994000.0,84513.0,72308.33126264598
2011,Ohio,OH,55,Management of Companies and Enterprises,Small Business,2204536000,28810,76519.81950711558,Large Business,11647613000.0,128983.0,90303.47410123814
2011,Ohio,OH,56,Administrative and Support and Waste Management and Remediation Services,Small Business,7191952000,244046,29469.657359678095,Large Business,5988467000.0,224024.0,26731.363603899583
2011,Ohio,OH,61,Educational Services,Small Business,2713978000,101970,26615.455526135138,Large Business,1713344000.0,67358.0,25436.38469075685
2011,Ohio,OH,62,Health Care and Social Assistance,Small Business,24177892000,703538,34366.14937643738,Large Business,20274305000.0,445668.0,45491.94692012889
2011,Ohio,OH,71,"Arts, Entertainment, and Recreation",Small Business,2498074000,80992,30843.46602133544,Large Business,569206000.0,16721.0,34041.385084624126
2011,Ohio,OH,72,Accommodation and Food Services,Small Business,6354414000,500298,12701.25805020208,Large Business,2478671000.0,173380.0,14296.17602953051
2011,Ohio,OH,81,Other Services (except Public Administration),Small Business,8019704000,348892,22986.207766300173,Large Business,808335000.0,26154.0,30906.744666207847
2011,Oklahoma,OK,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,2673040000,41822,63914.686050404096,Large Business,2939060000.0,27708.0,106072.61440739136
2011,Oklahoma,OK,23,Construction,Small Business,4514110000,113266,39854.06035350414,Large Business,510537000.0,7223.0,70682.12654021874
2011,Oklahoma,OK,31-33,Manufacturing,Small Business,4659992000,109138,42698.16196008723,Large Business,3649493000.0,72044.0,50656.44606074066
2011,Oklahoma,OK,42,Wholesale Trade,Small Business,3405934000,73174,46545.68562604204,Large Business,1273497000.0,20785.0,61270.00240558095
2011,Oklahoma,OK,44-45,Retail Trade,Small Business,3700810000,136574,27097.470968119847,Large Business,2144330000.0,102568.0,20906.423055923875
2011,Oklahoma,OK,48-49,Transportation and Warehousing,Small Business,1346456000,33508,40183.120448848036,Large Business,1327714000.0,25594.0,51875.98655934985
2011,Oklahoma,OK,51,Information,Small Business,688598000,16754,41100.51331025427,Large Business,942521000.0,19597.0,48095.167627698116
2011,Oklahoma,OK,52,Finance and Insurance,Small Business,2636482000,59954,43975.0808953531,Large Business,1672378000.0,29259.0,57157.729245702176
2011,Oklahoma,OK,53,Real Estate and Rental and Leasing,Small Business,1020526000,29026,35159.029835320056,Large Business,413349000.0,8966.0,46101.82913227749
2011,Oklahoma,OK,54,"Professional, Scientific, and Technical Services",Small Business,4978064000,98888,50340.425531914894,Large Business,772718000.0,12586.0,61395.04211028126
2011,Oklahoma,OK,55,Management of Companies and Enterprises,Small Business,449770000,7912,56846.56218402427,Large Business,2621486000.0,24763.0,105863.02144328231
2011,Oklahoma,OK,61,Educational Services,Small Business,505792000,20364,24837.556472205855,Large Business,230671000.0,9192.0,25094.75630983464
2011,New York,NY,22,Utilities,Small Business,462762000,4950,93487.27272727272,Large Business,3640632000.0,39366.0,92481.63389727176
2011,Missouri,MO,62,Health Care and Social Assistance,Small Business,11834268000,355252,33312.31914246788,Large Business,9042014000.0,210546.0,42945.55109097299
2011,New York,NY,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,173805000,5485,31687.3290793072,Large Business,8495000.0,240.0,35395.833333333336
2011,Nebraska,NE,48-49,Transportation and Warehousing,Small Business,959610000,27346,35091.42104878227,Large Business,982014000.0,24160.0,40646.274834437085
2011,Nebraska,NE,51,Information,Small Business,472240000,11708,40334.81380252819,Large Business,697459000.0,12755.0,54681.2230497844
2011,Nebraska,NE,52,Finance and Insurance,Small Business,1639922000,35608,46054.87530891934,Large Business,2696427000.0,40651.0,66331.13576541783
2011,Nebraska,NE,53,Real Estate and Rental and Leasing,Small Business,496145000,14559,34078.23339515077,Large Business,52392000.0,1453.0,36057.811424638676
2011,Nebraska,NE,54,"Professional, Scientific, and Technical Services",Small Business,2471974000,50420,49027.647758825864,Large Business,862603000.0,13749.0,62739.32649647247
2011,Nebraska,NE,55,Management of Companies and Enterprises,Small Business,612623000,5431,112801.1415945498,Large Business,998133000.0,12306.0,81109.45880058508
2011,Nebraska,NE,56,Administrative and Support and Waste Management and Remediation Services,Small Business,1050812000,35618,29502.27413105733,Large Business,2423936000.0,68013.0,35639.304250657966
2011,Nebraska,NE,61,Educational Services,Small Business,381684000,17385,21954.78861087144,Large Business,313988000.0,9716.0,32316.591189790037
2011,Nebraska,NE,62,Health Care and Social Assistance,Small Business,4636248000,123378,37577.59081846034,Large Business,2440873000.0,59383.0,41103.901790074604
2011,Nebraska,NE,71,"Arts, Entertainment, and Recreation",Small Business,305448000,17158,17802.074833896724,Large Business,41376000.0,3467.0,11934.237092587251
2011,Nebraska,NE,72,Accommodation and Food Services,Small Business,1105874000,93000,11891.118279569893,Large Business,289185000.0,21310.0,13570.38948850305
2011,Nebraska,NE,81,Other Services (except Public Administration),Small Business,1476700000,64730,22813.22416190329,Large Business,108620000.0,3186.0,34092.90646578782
2011,Nevada,NV,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,725533000,7796,93064.7768086198,Large Business,655999000.0,7500.0,87466.53333333334
2011,Nevada,NV,23,Construction,Small Business,3806220000,83080,45813.91429947039,Large Business,546193000.0,8600.0,63510.813953488374
2011,Nevada,NV,31-33,Manufacturing,Small Business,1835164000,43972,41734.83125625398,Large Business,1093866000.0,17291.0,63262.15950494477
2011,Nevada,NV,42,Wholesale Trade,Small Business,1787016000,36396,49099.24167490933,Large Business,876009000.0,16104.0,54396.98211624441
2011,Nevada,NV,44-45,Retail Trade,Small Business,2173062000,74710,29086.62829607817,Large Business,2376895000.0,91712.0,25916.946528262386
2011,Nevada,NV,48-49,Transportation and Warehousing,Small Business,901626000,25268,35682.523349691306,Large Business,1171778000.0,28013.0,41829.79331024881
2011,Nevada,NV,51,Information,Small Business,460746000,9350,49277.64705882353,Large Business,608247000.0,10743.0,56617.98380340687
2011,Nevada,NV,52,Finance and Insurance,Small Business,1089446000,21154,51500.7090857521,Large Business,1266528000.0,22909.0,55285.17176655463
2011,Nevada,NV,53,Real Estate and Rental and Leasing,Small Business,1000206000,27530,36331.49291681802,Large Business,425092000.0,10537.0,40342.792066052956
2011,Nevada,NV,54,"Professional, Scientific, and Technical Services",Small Business,4272260000,73720,57952.52306022789,Large Business,969427000.0,15629.0,62027.4489730629
2011,Nevada,NV,55,Management of Companies and Enterprises,Small Business,370233000,5603,66077.63698018919,Large Business,1026764000.0,10255.0,100123.25694783032
2011,Nevada,NV,56,Administrative and Support and Waste Management and Remediation Services,Small Business,2182000000,76758,28427.00435133797,Large Business,1587327000.0,48529.0,32708.833893136063
2011,Nevada,NV,61,Educational Services,Small Business,433364000,13084,33121.67532864567,Large Business,106335000.0,3030.0,35094.05940594059
2011,Nebraska,NE,44-45,Retail Trade,Small Business,2359690000,88740,26591.052512959206,Large Business,1300148000.0,62272.0,20878.532887975332
2011,Nevada,NV,62,Health Care and Social Assistance,Small Business,4686610000,106880,43849.27020958084,Large Business,2478812000.0,47719.0,51946.01730966701
