YEAR,STATE_DESCRIPTION,STATE_CODE,NAICS_CODE,INDUSTRY,BUSINESS_CLASSIFICATION_S,ANNUAL_PAYROLL_S,EMPLOYMENT_S,AVG_SALARY_S,BUSINESS_CLASSIFICATION_B,ANNUAL_PAYROLL_B,EMPLOYMENT_B,AVG_SALARY_B
2017,Virginia,VA,62,Health Care and Social Assistance,Small Business,17920364000,408170,43904.16738123821,Large Business,13940578000.0,248103.0,56188.67164040741
2017,Virginia,VA,71,"Arts, Entertainment, and Recreation",Small Business,1519560000,66058,23003.421235883616,Large Business,741757000.0,28360.0,26155.042313117065
2017,Virginia,VA,72,Accommodation and Food Services,Small Business,7266740000,420866,17266.160725741684,Large Business,2834793000.0,152160.0,18630.34305993691
2017,Virginia,VA,81,Other Services (except Public Administration),Small Business,11041168000,292800,37708.907103825135,Large Business,963445000.0,21610.0,44583.29477093938
2017,Virginia,VA,42,Wholesale Trade,Small Business,6257954000,106458,58783.31360724417,Large Business,4041462000.0,51287.0,78800.90471269522
2017,Washington,WA,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,180670000,2768,65270.953757225434,Large Business,52347000.0,715.0,73212.58741258741
2017,Washington,WA,22,Utilities,Small Business,216336000,2890,74856.7474048443,Large Business,927404000.0,8271.0,112127.19139160923
2017,Washington,WA,23,Construction,Small Business,20138654000,323198,62310.577416939464,Large Business,2734373000.0,28820.0,94877.61970853574
2017,Washington,WA,31-33,Manufacturing,Small Business,11436656000,220778,51801.610667729576,Large Business,11932659000.0,152578.0,78206.94333390135
2017,Washington,WA,42,Wholesale Trade,Small Business,9666384000,155718,62076.21469579625,Large Business,4325770000.0,57704.0,74964.82046305282
2017,Washington,WA,44-45,Retail Trade,Small Business,9862632000,270224,36497.986855349634,Large Business,6211597000.0,202969.0,30603.673467376793
2017,Washington,WA,48-49,Transportation and Warehousing,Small Business,3623374000,75004,48309.076849234705,Large Business,3907353000.0,60903.0,64156.9873405251
2017,Washington,WA,51,Information,Small Business,5032606000,56774,88642.79423679854,Large Business,20926094000.0,112290.0,186357.5919494167
2017,Washington,WA,52,Finance and Insurance,Small Business,5461462000,70742,77202.53880297419,Large Business,6246931000.0,66821.0,93487.54134179375
2017,Washington,WA,53,Real Estate and Rental and Leasing,Small Business,3737652000,73682,50726.79894682555,Large Business,794969000.0,13536.0,58729.9793144208
2017,Washington,WA,54,"Professional, Scientific, and Technical Services",Small Business,20316506000,256146,79316.11658975741,Large Business,7705915000.0,79817.0,96544.78369269705
2017,Washington,WA,55,Management of Companies and Enterprises,Small Business,1360122000,18322,74234.36306080122,Large Business,12772666000.0,94744.0,134812.3997297982
2017,Washington,WA,56,Administrative and Support and Waste Management and Remediation Services,Small Business,6220072000,147914,42051.94910556134,Large Business,4170158000.0,83112.0,50175.16122822216
2017,Washington,WA,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,1198974000,22412,53496.96591111904,Large Business,128711000.0,3005.0,42832.27953410982
2017,Washington,WA,61,Educational Services,Small Business,1990854000,63472,31365.862112427527,Large Business,644996000.0,22477.0,28695.822396227253
2017,Virginia,VA,31-33,Manufacturing,Small Business,7152526000,159784,44763.718520002,Large Business,9528080000.0,156395.0,60923.17529332779
2017,Virginia,VA,22,Utilities,Small Business,363652000,4330,83984.29561200924,Large Business,1430449000.0,12947.0,110484.9772147988
2017,Utah,UT,61,Educational Services,Small Business,1062784000,39084,27192.30375601269,Large Business,1045785000.0,33495.0,31222.122704881327
2017,Utah,UT,62,Health Care and Social Assistance,Small Business,5064592000,142520,35536.00898119562,Large Business,4028890000.0,72756.0,55375.364231128704
2017,Utah,UT,71,"Arts, Entertainment, and Recreation",Small Business,509374000,24822,20521.070018531947,Large Business,186022000.0,10949.0,16989.862087861904
2017,Utah,UT,72,Accommodation and Food Services,Small Business,2357364000,144974,16260.598452136244,Large Business,875058000.0,47046.0,18600.051013901288
2017,Utah,UT,81,Other Services (except Public Administration),Small Business,1737632000,56602,30699.127239320165,Large Business,1032358000.0,26072.0,39596.4252838294
2017,Vermont,VT,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,28260000,474,59620.25316455696,Large Business,17597000.0,195.0,90241.02564102564
2017,Vermont,VT,23,Construction,Small Business,1446910000,26374,54861.22696595132,Large Business,91339000.0,1319.0,69248.67323730099
2017,Vermont,VT,31-33,Manufacturing,Small Business,1502916000,32124,46784.83376914456,Large Business,830522000.0,12507.0,66404.57343887423
2017,Vermont,VT,42,Wholesale Trade,Small Business,811822000,15400,52715.71428571428,Large Business,228330000.0,3285.0,69506.8493150685
2017,Vermont,VT,44-45,Retail Trade,Small Business,1412904000,42564,33194.81251762052,Large Business,420110000.0,16781.0,25034.86085453787
2017,Virginia,VA,23,Construction,Small Business,16092042000,310366,51848.598106751386,Large Business,2173832000.0,28111.0,77330.29774821244
2017,Vermont,VT,48-49,Transportation and Warehousing,Small Business,298316000,7438,40107.01801559559,Large Business,99115000.0,2392.0,41436.03678929766
2017,Vermont,VT,52,Finance and Insurance,Small Business,680808000,10130,67207.1076011846,Large Business,322430000.0,3862.0,83487.83013982393
2017,Vermont,VT,53,Real Estate and Rental and Leasing,Small Business,198696000,4830,41137.88819875776,Large Business,26487000.0,832.0,31835.33653846154
2017,Vermont,VT,54,"Professional, Scientific, and Technical Services",Small Business,1366138000,20692,66022.52078097816,Large Business,186994000.0,2387.0,78338.50020946795
2017,Vermont,VT,55,Management of Companies and Enterprises,Small Business,109372000,1849,59151.97404002163,Large Business,72164000.0,1174.0,61468.48381601363
2017,Vermont,VT,56,Administrative and Support and Waste Management and Remediation Services,Small Business,370274000,10342,35802.93947012183,Large Business,119627000.0,3791.0,31555.52624637299
2017,Vermont,VT,61,Educational Services,Small Business,507624000,15064,33697.822623473185,Large Business,235205000.0,7882.0,29840.776452676986
2017,Vermont,VT,62,Health Care and Social Assistance,Small Business,1787854000,46882,38135.19047822192,Large Business,1362252000.0,25192.0,54074.7856462369
2017,Vermont,VT,71,"Arts, Entertainment, and Recreation",Small Business,215362000,9468,22746.30333755809,Large Business,46121000.0,3033.0,15206.396307286515
2017,Vermont,VT,72,Accommodation and Food Services,Small Business,883680000,42692,20698.95999250445,Large Business,195372000.0,11833.0,16510.774951407082
2017,Vermont,VT,81,Other Services (except Public Administration),Small Business,561590000,18400,30521.195652173912,Large Business,10044000.0,260.0,38630.769230769234
2017,Virginia,VA,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,336904000,5572,60463.74730796841,Large Business,253580000.0,3320.0,76379.51807228915
2017,Vermont,VT,51,Information,Small Business,443876000,7990,55553.94242803504,Large Business,320328000.0,3976.0,80565.39235412475
2017,Utah,UT,56,Administrative and Support and Waste Management and Remediation Services,Small Business,2551804000,74306,34341.82973111189,Large Business,4177183000.0,108311.0,38566.562952978
2017,Washington,WA,62,Health Care and Social Assistance,Small Business,16796654000,386494,43459.02911817518,Large Business,14845166000.0,235253.0,63102.982746234906
2017,Washington,WA,72,Accommodation and Food Services,Small Business,8592144000,382768,22447.39372152322,Large Business,2349042000.0,98317.0,23892.531301809453
2017,Wisconsin,WI,53,Real Estate and Rental and Leasing,Small Business,1811308000,43646,41499.97708839298,Large Business,237046000.0,5493.0,43154.19624977244
2017,Wisconsin,WI,54,"Professional, Scientific, and Technical Services",Small Business,9103406000,143628,63381.833625755426,Large Business,2955169000.0,36201.0,81632.24772796332
2017,Wisconsin,WI,55,Management of Companies and Enterprises,Small Business,1161912000,16660,69742.61704681873,Large Business,6831803000.0,72470.0,94270.77411342625
2017,Wisconsin,WI,56,Administrative and Support and Waste Management and Remediation Services,Small Business,4031538000,125766,32055.86565526454,Large Business,3167858000.0,93147.0,34009.232718176645
2017,Wisconsin,WI,61,Educational Services,Small Business,1368648000,51866,26388.15408938418,Large Business,1370750000.0,30006.0,45682.53016063454
2017,Wisconsin,WI,62,Health Care and Social Assistance,Small Business,12575820000,351710,35756.21961274914,Large Business,12945698000.0,232493.0,55682.09795563737
2017,Wisconsin,WI,71,"Arts, Entertainment, and Recreation",Small Business,1230766000,63878,19267.447321456526,Large Business,686649000.0,15595.0,44030.07374158384
2017,Wisconsin,WI,72,Accommodation and Food Services,Small Business,4971664000,336198,14787.904746607654,Large Business,1271774000.0,75809.0,16776.029231357756
2017,Wisconsin,WI,81,Other Services (except Public Administration),Small Business,5218778000,193154,27018.741522308625,Large Business,334717000.0,9186.0,36437.73133028522
2017,Wyoming,WY,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,12425000,326,38113.496932515336,Large Business,1567000.0,29.0,54034.48275862069
2017,Wyoming,WY,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,795656000,10430,76285.33077660594,Large Business,1055996000.0,12542.0,84196.7788231542
2017,Wyoming,WY,22,Utilities,Small Business,86984000,1094,79510.05484460694,Large Business,188718000.0,2087.0,90425.49113560135
2017,Wisconsin,WI,52,Finance and Insurance,Small Business,5361042000,86994,61625.4224429271,Large Business,8191868000.0,99464.0,82360.13029839942
2017,Wyoming,WY,23,Construction,Small Business,1619096000,30680,52773.66362451108,Large Business,158446000.0,2025.0,78244.93827160494
2017,Wyoming,WY,42,Wholesale Trade,Small Business,459738000,8538,53846.099789177795,Large Business,198217000.0,2883.0,68753.72875476934
2017,Wyoming,WY,44-45,Retail Trade,Small Business,933022000,28200,33085.886524822694,Large Business,383524000.0,15198.0,25235.162521384394
2017,Wyoming,WY,48-49,Transportation and Warehousing,Small Business,440154000,8570,51359.859976662774,Large Business,295589000.0,5407.0,54667.8379877936
2017,Wyoming,WY,51,Information,Small Business,204472000,4836,42281.22415219189,Large Business,87670000.0,1629.0,53818.2934315531
2017,Wyoming,WY,52,Finance and Insurance,Small Business,477348000,8846,53962.01673072575,Large Business,153387000.0,2275.0,67422.85714285714
2017,Wyoming,WY,53,Real Estate and Rental and Leasing,Small Business,278282000,6330,43962.40126382306,Large Business,74578000.0,1057.0,70556.29139072848
2017,Wyoming,WY,54,"Professional, Scientific, and Technical Services",Small Business,1009536000,17316,58300.762300762304,Large Business,38197000.0,654.0,58405.19877675841
2017,Wyoming,WY,55,Management of Companies and Enterprises,Small Business,70862000,1004,70579.6812749004,Large Business,58953000.0,531.0,111022.59887005649
2017,Wyoming,WY,56,Administrative and Support and Waste Management and Remediation Services,Small Business,352666000,8736,40369.27655677656,Large Business,95700000.0,2312.0,41392.73356401384
2017,Wyoming,WY,61,Educational Services,Small Business,119176000,3972,30004.02819738167,Large Business,1372000.0,59.0,23254.237288135595
2017,Wyoming,WY,62,Health Care and Social Assistance,Small Business,1805016000,41508,43485.97860653368,Large Business,692653000.0,12163.0,56947.54583573132
2017,Missouri,MO,54,"Professional, Scientific, and Technical Services",Small Business,10523152000,166690,63130.07378966945,Large Business,6453155000.0,76664.0,84174.51476573099
2017,Wyoming,WY,31-33,Manufacturing,Small Business,473636000,9674,48959.685755633654,Large Business,422405000.0,4646.0,90917.99397331037
2017,Washington,WA,71,"Arts, Entertainment, and Recreation",Small Business,2458510000,83390,29482.07219091018,Large Business,781756000.0,22321.0,35023.34124815196
2017,Wisconsin,WI,51,Information,Small Business,1667636000,29984,55617.52934898613,Large Business,3507611000.0,43044.0,81488.96478022488
2017,Wisconsin,WI,44-45,Retail Trade,Small Business,7387860000,249416,29620.633800558102,Large Business,4488826000.0,186150.0,24114.02632285791
2017,Washington,WA,81,Other Services (except Public Administration),Small Business,6373624000,194920,32698.666119433612,Large Business,967977000.0,20930.0,46248.303870043
2017,West Virginia,WV,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,687810000,10486,65593.17184817852,Large Business,1033834000.0,13209.0,78267.39344386403
2017,West Virginia,WV,22,Utilities,Small Business,153056000,2164,70728.280961183,Large Business,525320000.0,5140.0,102202.33463035019
2017,West Virginia,WV,23,Construction,Small Business,2192590000,42404,51707.15026884256,Large Business,169163000.0,2321.0,72883.67083153813
2017,West Virginia,WV,31-33,Manufacturing,Small Business,1539328000,34286,44896.69252756227,Large Business,2040181000.0,31672.0,64415.919424096995
2017,West Virginia,WV,42,Wholesale Trade,Small Business,937276000,20506,45707.40271140154,Large Business,437537000.0,7720.0,56675.77720207254
2017,West Virginia,WV,44-45,Retail Trade,Small Business,1708842000,60670,28166.177682544916,Large Business,1158170000.0,51720.0,22393.0781129157
2017,West Virginia,WV,48-49,Transportation and Warehousing,Small Business,554700000,13296,41719.31407942238,Large Business,425094000.0,7908.0,53754.93171471927
2017,West Virginia,WV,51,Information,Small Business,153172000,4760,32178.991596638654,Large Business,398115000.0,7668.0,51919.01408450704
2017,West Virginia,WV,52,Finance and Insurance,Small Business,724298000,16836,43020.7887859349,Large Business,520372000.0,8518.0,61090.866400563515
2017,West Virginia,WV,53,Real Estate and Rental and Leasing,Small Business,294928000,7718,38213.00855143819,Large Business,128246000.0,2462.0,52090.17059301381
2017,Wisconsin,WI,48-49,Transportation and Warehousing,Small Business,3611318000,88940,40603.98021137846,Large Business,2674031000.0,58925.0,45380.24607551973
2017,West Virginia,WV,54,"Professional, Scientific, and Technical Services",Small Business,1844708000,34520,53438.81807647741,Large Business,399201000.0,7085.0,56344.53069865914
2017,West Virginia,WV,56,Administrative and Support and Waste Management and Remediation Services,Small Business,968344000,27294,35478.27361324833,Large Business,562616000.0,19145.0,29387.09845912771
2017,West Virginia,WV,61,Educational Services,Small Business,255786000,10020,25527.54491017964,Large Business,144170000.0,3987.0,36160.02006521194
2017,West Virginia,WV,62,Health Care and Social Assistance,Small Business,4040594000,114344,35337.17554047436,Large Business,4040496000.0,76044.0,53133.659460312454
2017,West Virginia,WV,71,"Arts, Entertainment, and Recreation",Small Business,202796000,11784,17209.436524100474,Large Business,26584000.0,1265.0,21015.019762845848
2017,West Virginia,WV,72,Accommodation and Food Services,Small Business,1215082000,80768,15044.101624405705,Large Business,480260000.0,27672.0,17355.44955189361
2017,West Virginia,WV,81,Other Services (except Public Administration),Small Business,1084984000,42218,25699.559429627174,Large Business,96694000.0,2477.0,39036.73798950343
2017,Wisconsin,WI,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,261918000,4032,64959.82142857143,Large Business,566235000.0,5170.0,109523.21083172147
2017,Wisconsin,WI,22,Utilities,Small Business,169780000,2406,70565.25353283458,Large Business,1198643000.0,11496.0,104266.0925539318
2017,Wisconsin,WI,23,Construction,Small Business,11764838000,184182,63876.15510744807,Large Business,1913030000.0,16520.0,115800.84745762713
2017,Wisconsin,WI,31-33,Manufacturing,Small Business,20357544000,411766,49439.59433270353,Large Business,15082754000.0,252080.0,59833.203744842904
2017,Wisconsin,WI,42,Wholesale Trade,Small Business,8326474000,145032,57411.28854321805,Large Business,3288877000.0,50008.0,65767.01727723565
2017,West Virginia,WV,55,Management of Companies and Enterprises,Small Business,214942000,3748,57348.452508004266,Large Business,284351000.0,3592.0,79162.30512249444
2017,Pennsylvania,PA,31-33,Manufacturing,Small Business,26023746000,521876,49865.76504763584,Large Business,17688995000.0,281885.0,62752.52319208188
2017,Utah,UT,55,Management of Companies and Enterprises,Small Business,587320000,8480,69259.43396226416,Large Business,1966722000.0,21914.0,89747.28484074108
2017,Utah,UT,53,Real Estate and Rental and Leasing,Small Business,1268460000,29260,43351.33287764867,Large Business,244009000.0,4775.0,51101.3612565445
2017,Rhode Island,RI,81,Other Services (except Public Administration),Small Business,1040522000,31804,32716.702301597285,Large Business,61196000.0,1739.0,35190.33927544566
2017,South Carolina,SC,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,317598000,7698,41257.209664848015,Large Business,10832000.0,226.0,47929.20353982301
2017,South Carolina,SC,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,60849000,1100,55317.27272727273,Large Business,47794000.0,893.0,53520.71668533035
2017,South Carolina,SC,23,Construction,Small Business,6799828000,144476,47065.45031700767,Large Business,774506000.0,11979.0,64655.31346523082
2017,South Carolina,SC,31-33,Manufacturing,Small Business,6718520000,143216,46911.79756451793,Large Business,9644257000.0,160264.0,60177.313682424
2017,South Carolina,SC,42,Wholesale Trade,Small Business,4048484000,74712,54187.86808009423,Large Business,2311441000.0,34928.0,66177.30760421438
2017,South Carolina,SC,44-45,Retail Trade,Small Business,4862448000,156252,31119.268873358422,Large Business,3750358000.0,169196.0,22165.760419868082
2017,South Carolina,SC,48-49,Transportation and Warehousing,Small Business,1463152000,36350,40251.77441540578,Large Business,1895850000.0,43785.0,43299.07502569373
2017,South Carolina,SC,51,Information,Small Business,909776000,15320,59384.85639686684,Large Business,2064829000.0,33779.0,61127.59406731993
2017,South Carolina,SC,52,Finance and Insurance,Small Business,2335866000,42602,54829.96103469321,Large Business,3655655000.0,51112.0,71522.44091407106
2017,South Carolina,SC,53,Real Estate and Rental and Leasing,Small Business,1498946000,35634,42065.05023292361,Large Business,385560000.0,8115.0,47512.014787430686
2017,Rhode Island,RI,72,Accommodation and Food Services,Small Business,1490158000,74108,20107.92357100448,Large Business,356422000.0,14278.0,24963.020030816642
2017,South Carolina,SC,54,"Professional, Scientific, and Technical Services",Small Business,6871112000,115578,59449.99913478344,Large Business,3069428000.0,38244.0,80259.07331869051
2017,South Carolina,SC,56,Administrative and Support and Waste Management and Remediation Services,Small Business,3591274000,111716,32146.46066812274,Large Business,7232828000.0,220054.0,32868.423205213265
2017,South Carolina,SC,61,Educational Services,Small Business,1043956000,35936,29050.422974176312,Large Business,343230000.0,14447.0,23757.873606977228
2017,South Carolina,SC,62,Health Care and Social Assistance,Small Business,8301406000,216522,38339.780715123634,Large Business,6959089000.0,133778.0,52019.68186099359
2017,South Carolina,SC,71,"Arts, Entertainment, and Recreation",Small Business,923830000,45722,20205.37159354359,Large Business,85679000.0,5244.0,16338.482074752097
2017,South Carolina,SC,72,Accommodation and Food Services,Small Business,4770792000,289264,16492.86464959345,Large Business,1427007000.0,81002.0,17616.9353843115
2017,South Carolina,SC,81,Other Services (except Public Administration),Small Business,3737154000,146572,25497.05264306962,Large Business,439960000.0,9918.0,44359.74994958661
2017,South Dakota,SD,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,61614000,936,65826.92307692308,Large Business,30030000.0,443.0,67787.81038374717
2017,South Dakota,SD,22,Utilities,Small Business,150273000,2135,70385.48009367682,Large Business,111494000.0,1062.0,104984.934086629
2017,South Dakota,SD,23,Construction,Small Business,1982550000,38848,51033.515238879736,Large Business,53652000.0,930.0,57690.32258064516
2017,South Dakota,SD,31-33,Manufacturing,Small Business,1550102000,35456,43719.032039711194,Large Business,1307952000.0,26573.0,49221.08907537726
2017,South Dakota,SD,42,Wholesale Trade,Small Business,1197326000,24050,49784.86486486487,Large Business,401919000.0,6710.0,59898.509687034275
2017,South Carolina,SC,55,Management of Companies and Enterprises,Small Business,641052000,9376,68371.58703071672,Large Business,2013327000.0,22730.0,88575.75890893093
2017,South Dakota,SD,44-45,Retail Trade,Small Business,1522814000,52736,28876.175667475727,Large Business,606127000.0,26225.0,23112.56434699714
2017,Rhode Island,RI,71,"Arts, Entertainment, and Recreation",Small Business,327324000,11650,28096.48068669528,Large Business,52986000.0,2998.0,17673.78252168112
2017,Rhode Island,RI,61,Educational Services,Small Business,548956000,13708,40046.39626495477,Large Business,852920000.0,23246.0,36691.043620407814
2017,Pennsylvania,PA,44-45,Retail Trade,Small Business,15224674000,482442,31557.521940461236,Large Business,9909849000.0,418985.0,23652.03766244615
2017,Pennsylvania,PA,48-49,Transportation and Warehousing,Small Business,6084574000,156778,38810.126420798835,Large Business,7019176000.0,149485.0,46955.72130983042
2017,Pennsylvania,PA,51,Information,Small Business,3907346000,65142,59981.97783304166,Large Business,8138130000.0,80768.0,100759.33538034865
2017,Pennsylvania,PA,52,Finance and Insurance,Small Business,11205652000,150302,74554.24412183471,Large Business,19731353000.0,206852.0,95388.74654342236
2017,Pennsylvania,PA,53,Real Estate and Rental and Leasing,Small Business,4687692000,91180,51411.40601008993,Large Business,1177547000.0,20297.0,58015.81514509534
2017,Pennsylvania,PA,54,"Professional, Scientific, and Technical Services",Small Business,29438292000,398770,73822.73490984779,Large Business,11971273000.0,135743.0,88190.7207001466
2017,Pennsylvania,PA,55,Management of Companies and Enterprises,Small Business,2993248000,41324,72433.64630723067,Large Business,15476720000.0,160578.0,96381.32247256784
2017,Pennsylvania,PA,56,Administrative and Support and Waste Management and Remediation Services,Small Business,10592132000,281828,37583.675149381896,Large Business,7222033000.0,195911.0,36863.84633838835
2017,Pennsylvania,PA,61,Educational Services,Small Business,5493698000,149280,36801.29957127546,Large Business,8430651000.0,193827.0,43495.75136590877
2017,Pennsylvania,PA,62,Health Care and Social Assistance,Small Business,31826206000,825186,38568.52394490454,Large Business,32632196000.0,619714.0,52656.864295465326
2017,Pennsylvania,PA,71,"Arts, Entertainment, and Recreation",Small Business,3680340000,119638,30762.29960380481,Large Business,1614680000.0,51488.0,31360.316967060287
2017,Pennsylvania,PA,72,Accommodation and Food Services,Small Business,9714056000,612442,15861.18522243739,Large Business,3368528000.0,179745.0,18740.593618737657
2017,Pennsylvania,PA,81,Other Services (except Public Administration),Small Business,11858626000,429416,27615.705982077983,Large Business,1072993000.0,28248.0,37984.742282639476
2017,Rhode Island,RI,62,Health Care and Social Assistance,Small Business,3545958000,84044,42191.68530769597,Large Business,2307291000.0,45326.0,50904.3595287473
2017,Rhode Island,RI,22,Utilities,Small Business,27821000,206,135053.39805825244,Large Business,113059000.0,1142.0,99000.87565674256
2017,Rhode Island,RI,23,Construction,Small Business,2196754000,34732,63248.704364850855,Large Business,113806000.0,1126.0,101071.04795737122
2017,Rhode Island,RI,31-33,Manufacturing,Small Business,2294088000,46692,49132.35672063737,Large Business,1074512000.0,15454.0,69529.7010482723
2017,Rhode Island,RI,42,Wholesale Trade,Small Business,1563462000,24784,63083.52162685603,Large Business,826204000.0,9231.0,89503.1957534395
2017,Rhode Island,RI,44-45,Retail Trade,Small Business,1240810000,36100,34371.468144044324,Large Business,851645000.0,31279.0,27227.372997857987
2017,Rhode Island,RI,48-49,Transportation and Warehousing,Small Business,440908000,9742,45258.46848696366,Large Business,248060000.0,6150.0,40334.9593495935
2017,Rhode Island,RI,51,Information,Small Business,334768000,6062,55224.01847575058,Large Business,320605000.0,3890.0,82417.73778920308
2017,Rhode Island,RI,52,Finance and Insurance,Small Business,889282000,11886,74817.60053844859,Large Business,1851824000.0,19942.0,92860.49543676662
2017,Rhode Island,RI,53,Real Estate and Rental and Leasing,Small Business,374666000,7670,48848.23989569752,Large Business,62352000.0,1551.0,40201.160541586076
2017,Rhode Island,RI,54,"Professional, Scientific, and Technical Services",Small Business,2228978000,33378,66779.85499430762,Large Business,520272000.0,7498.0,69388.10349426513
2017,Rhode Island,RI,55,Management of Companies and Enterprises,Small Business,278281000,4437,62718.27811584404,Large Business,984224000.0,11196.0,87908.53876384423
2017,Rhode Island,RI,56,Administrative and Support and Waste Management and Remediation Services,Small Business,1001128000,26716,37472.974996256926,Large Business,411676000.0,10699.0,38477.988597065145
2017,Utah,UT,54,"Professional, Scientific, and Technical Services",Small Business,6844064000,112116,61044.48963573442,Large Business,1973355000.0,35941.0,54905.40051751482
2017,South Dakota,SD,48-49,Transportation and Warehousing,Small Business,508192000,13148,38651.65804685123,Large Business,179763000.0,3853.0,46655.33350635868
2017,South Dakota,SD,52,Finance and Insurance,Small Business,980646000,17520,55972.94520547945,Large Business,1039346000.0,18129.0,57330.5753213084
2017,Texas,TX,22,Utilities,Small Business,2400650000,30078,79814.1498769865,Large Business,4556172000.0,40511.0,112467.52733825381
2017,Texas,TX,23,Construction,Small Business,51934374000,943220,55060.72178282903,Large Business,16330928000.0,233056.0,70072.97816833723
2017,Texas,TX,31-33,Manufacturing,Small Business,31643672000,643472,49176.45523037521,Large Business,32219645000.0,452184.0,71253.39463581197
2017,Texas,TX,42,Wholesale Trade,Small Business,32972722000,541774,60860.657765045944,Large Business,19470986000.0,245517.0,79306.06027281207
2017,Texas,TX,44-45,Retail Trade,Small Business,27436276000,780204,35165.51568564119,Large Business,22966667000.0,904292.0,25397.401503054323
2017,Texas,TX,48-49,Transportation and Warehousing,Small Business,14322186000,297136,48200.7767486942,Large Business,19104180000.0,320289.0,59646.694079409535
2017,Texas,TX,51,Information,Small Business,8750546000,128566,68062.67597965247,Large Business,16466702000.0,184201.0,89395.29101362098
2017,Texas,TX,52,Finance and Insurance,Small Business,23769166000,324306,73292.40285409459,Large Business,32369270000.0,377444.0,85759.1324805799
2017,Texas,TX,53,Real Estate and Rental and Leasing,Small Business,12419924000,241038,51526.82979447224,Large Business,4931093000.0,78951.0,62457.638281972366
2017,Texas,TX,54,"Professional, Scientific, and Technical Services",Small Business,58632040000,814672,71970.11803523381,Large Business,30333869000.0,317128.0,95651.81567064403
2017,Texas,TX,55,Management of Companies and Enterprises,Small Business,5952242000,73366,81130.79628165635,Large Business,34098139000.0,287278.0,118693.87492254889
2017,Texas,TX,56,Administrative and Support and Waste Management and Remediation Services,Small Business,26405372000,659814,40019.417593443,Large Business,25352329000.0,648715.0,39080.84289711199
2017,Texas,TX,61,Educational Services,Small Business,6246334000,204332,30569.533895816614,Large Business,4517886000.0,94858.0,47627.885892597355
2017,Texas,TX,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,15830666000,174264,90843.00830923197,Large Business,12664662000.0,115934.0,109240.27463901875
2017,Texas,TX,62,Health Care and Social Assistance,Small Business,55532998000,1424140,38994.058168438496,Large Business,41599970000.0,815158.0,51033.014458546684
2017,Texas,TX,72,Accommodation and Food Services,Small Business,23065208000,1329410,17349.958252156972,Large Business,9786233000.0,543626.0,18001.77511745207
2017,Texas,TX,81,Other Services (except Public Administration),Small Business,21594818000,746232,28938.477578018632,Large Business,3643210000.0,82195.0,44323.98564389561
2017,Utah,UT,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,365764000,5732,63810.88625261689,Large Business,400880000.0,4897.0,81862.36471308964
2017,Utah,UT,22,Utilities,Small Business,189545000,2009,94347.93429566949,Large Business,220995000.0,2349.0,94080.45977011495
2017,Utah,UT,23,Construction,Small Business,6671562000,140296,47553.4726578092,Large Business,1099569000.0,13538.0,81220.93366819323
2017,Utah,UT,31-33,Manufacturing,Small Business,4801904000,104256,46058.77839165132,Large Business,4612393000.0,71035.0,64931.273315971
2017,Utah,UT,42,Wholesale Trade,Small Business,3466050000,60494,57295.764869243234,Large Business,1646479000.0,23887.0,68927.82685142546
2017,Utah,UT,44-45,Retail Trade,Small Business,3817088000,122020,31282.478282248812,Large Business,2589517000.0,93927.0,27569.463519541772
2017,Utah,UT,48-49,Transportation and Warehousing,Small Business,1475182000,34534,42716.80083396073,Large Business,2200546000.0,40023.0,54982.03532968543
2017,Utah,UT,51,Information,Small Business,2245334000,32216,69696.23789421405,Large Business,2679008000.0,36442.0,73514.29669063169
2017,Utah,UT,52,Finance and Insurance,Small Business,2916884000,45406,64240.05638021407,Large Business,3178674000.0,44666.0,71165.40545381274
2017,Texas,TX,71,"Arts, Entertainment, and Recreation",Small Business,5194202000,167456,31018.309287215747,Large Business,2001848000.0,68877.0,29064.099772057434
2017,South Dakota,SD,51,Information,Small Business,357572000,8384,42649.3320610687,Large Business,213832000.0,3682.0,58074.95926127105
2017,Texas,TX,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,502468000,12704,39551.95214105793,Large Business,32772000.0,1008.0,32511.904761904763
2017,Tennessee,TN,81,Other Services (except Public Administration),Small Business,5192928000,191624,27099.56999123283,Large Business,656221000.0,16530.0,39698.79007864489
2017,South Dakota,SD,53,Real Estate and Rental and Leasing,Small Business,248824000,7230,34415.49100968188,Large Business,31110000.0,658.0,47279.63525835866
2017,South Dakota,SD,54,"Professional, Scientific, and Technical Services",Small Business,1005192000,20442,49172.879366011155,Large Business,127338000.0,2528.0,50371.04430379747
