"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1616576","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Union","[No locality description provided]","35.06419","-80.3685","reported","Accurate","Rocky","03040105","2018","9","12","established","<a href = https://www.inaturalist.org/observations/16473951 target = _blank >iNaturalist observation ID 16473951</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616521","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Union","[No locality description provided]","34.89751","-80.70554","reported","Accurate","Lower Catawba","03050103","2018","5","9","established","<a href = https://www.inaturalist.org/observations/12300443 target = _blank >iNaturalist observation ID 12300443</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616522","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Union","[No locality description provided]","34.89746","-80.70551","reported","Accurate","Lower Catawba","03050103","2018","5","9","established","<a href = https://www.inaturalist.org/observations/12300476 target = _blank >iNaturalist observation ID 12300476</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616441","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Union","[No locality description provided]","34.94162","-80.74982","reported","Accurate","Lower Catawba","03050103","2017","4","26","established","<a href = https://www.inaturalist.org/observations/5976576 target = _blank >iNaturalist observation ID 5976576</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613875","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Wake","[No locality description provided]","35.77715","-78.90064","reported","Accurate","Haw","03030002","2016","7","2","established","<a href = https://www.inaturalist.org/observations/3598670 target = _blank >iNaturalist observation ID 3598670</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1613876","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Wake","[No locality description provided]","35.73478","-78.87018","reported","Accurate","Haw","03030002","2015","12","29","established","<a href = https://www.inaturalist.org/observations/3818275 target = _blank >iNaturalist observation ID 3818275</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616595","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Wake","[No locality description provided]","35.75054","-78.88903","reported","Accurate","Haw","03030002","2018","10","10","established","<a href = https://www.inaturalist.org/observations/17395209 target = _blank >iNaturalist observation ID 17395209</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616621","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Wake","[No locality description provided]","35.77464","-78.89504","reported","Accurate","Haw","03030002","2019","2","7","established","<a href = https://www.inaturalist.org/observations/20185002 target = _blank >iNaturalist observation ID 20185002</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616689","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","NC","Wake","[No locality description provided]","35.73843","-78.86287","reported","Accurate","Haw","03030002","2019","5","28","established","<a href = https://www.inaturalist.org/observations/26089047 target = _blank >iNaturalist observation ID 26089047</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1256682","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","OK","Rogers","near the corner of 620 and 4220 in Inola, Oklahoma","36.11808","-95.49216","reported","Accurate","Lower Verdigris","11070105","2016","5","9","unknown","","NAS sighting report","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1447873","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","OK","Rogers","Preston Lakes Apartments, Owasso, OK","36.28189","-95.80767","reported","Accurate","Bird","11070107","2017","8","30","unknown","","NAS sighting report","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156086","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","OK","Tulsa","Mohawk Park, Tulsa","36.2147222222222","-95.9230555555556","GNIS","Accurate","Bird","11070107","1970","","","collected","B. Olsen, personal communication 2002","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155346","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","OK","Tulsa","Mohawk Park, Tulsa","36.2147222222222","-95.9230555555556","GNIS","Accurate","Bird","11070107","1975","","","extirpated","Large population established breeding population at Mohawk Park (golf course and grounds near Tulsa Zoo), Tulsa, Oklahoma, during the 1970s. These frogs have not been seen for several years and as of 2002 are apparently extirpated.","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1522355","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","PR","","state non-specific","18.2225","-66.46936","Calculated by GIS","Centroid","Puerto Rico","21010000","2000","","","unknown","","Literature","","","Freshwater","32196","Web Page","2000","Caribherp","Amphibians and Reptiles of the Puerto Rican Bank","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156087","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","PR","Isabela","Isabela","18.500776","-67.024346","GNIS","Accurate","Cibuco-Guajataca","21010002","1975","","","collected","","Literature","","","Freshwater","13338","Journal Article","1975","Schwartz, A., and R. Thomas","A Check-list of West Indian Amphibians and Reptiles.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"238469","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","PR","Quebradillas","Guajataca Reservoir","18.380592","-66.918411","Map derived","Accurate","Cibuco-Guajataca","21010002","2007","5","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616941","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Anderson","[No locality description provided]","34.58861","-82.64977","reported","Accurate","Seneca","03060101","2018","5","6","established","<a href = https://www.inaturalist.org/observations/12201365 target = _blank >iNaturalist observation ID 12201365</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616942","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Anderson","[No locality description provided]","34.58878","-82.64953","reported","Accurate","Seneca","03060101","2018","5","8","established","<a href = https://www.inaturalist.org/observations/12275473 target = _blank >iNaturalist observation ID 12275473</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616988","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Fairfield","[No locality description provided]","34.29217","-80.97303","reported","Accurate","Lower Broad","03050106","2019","4","13","established","<a href = https://www.inaturalist.org/observations/22449734 target = _blank >iNaturalist observation ID 22449734</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616998","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Greenville","[No locality description provided]","34.69337","-82.40739","reported","Accurate","Saluda","03050109","2019","5","20","established","<a href = https://www.inaturalist.org/observations/25467245 target = _blank >iNaturalist observation ID 25467245</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616924","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Greenville","[No locality description provided]","34.77392","-82.34811","reported","Accurate","Saluda","03050109","2017","9","4","established","<a href = https://www.inaturalist.org/observations/7843256 target = _blank >iNaturalist observation ID 7843256</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616925","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Greenwood","[No locality description provided]","34.14701","-82.02316","reported","Accurate","Saluda","03050109","2017","9","29","established","<a href = https://www.inaturalist.org/observations/8183414 target = _blank >iNaturalist observation ID 8183414</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616961","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Greenwood","[No locality description provided]","34.14938","-82.02254","reported","Accurate","Saluda","03050109","2018","10","19","established","<a href = https://www.inaturalist.org/observations/17676999 target = _blank >iNaturalist observation ID 17676999</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1617006","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Greenwood","[No locality description provided]","34.16351","-82.1298","reported","Accurate","Saluda","03050109","2019","5","23","established","<a href = https://www.inaturalist.org/observations/28103883 target = _blank >iNaturalist observation ID 28103883</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616940","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Greenwood","[No locality description provided]","34.14672","-82.02321","reported","Accurate","Saluda","03050109","2018","4","14","established","<a href = https://www.inaturalist.org/observations/11126539 target = _blank >iNaturalist observation ID 11126539</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616901","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Greenwood","[No locality description provided]","34.14299","-82.01614","reported","Accurate","Saluda","03050109","2016","11","9","established","<a href = https://www.inaturalist.org/observations/4522843 target = _blank >iNaturalist observation ID 4522843</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616963","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Lexington","[No locality description provided]","34.01316","-81.22707","reported","Accurate","Saluda","03050109","2018","10","31","established","<a href = https://www.inaturalist.org/observations/17999503 target = _blank >iNaturalist observation ID 17999503</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616934","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Lexington","[No locality description provided]","34.00175","-81.21417","reported","Accurate","Saluda","03050109","2018","3","22","established","<a href = https://www.inaturalist.org/observations/10363257 target = _blank >iNaturalist observation ID 10363257</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1617008","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Newberry","[No locality description provided]","34.20007","-81.47902","reported","Accurate","Saluda","03050109","2019","5","15","established","<a href = https://www.inaturalist.org/observations/28686833 target = _blank >iNaturalist observation ID 28686833</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1617009","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Newberry","[No locality description provided]","34.20011","-81.47903","reported","Accurate","Saluda","03050109","2019","4","23","established","<a href = https://www.inaturalist.org/observations/28687039 target = _blank >iNaturalist observation ID 28687039</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1616969","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Oconee","[No locality description provided]","34.73199","-82.94415","reported","Accurate","Seneca","03060101","2018","10","17","established","<a href = https://www.inaturalist.org/observations/18980706 target = _blank >iNaturalist observation ID 18980706</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1617005","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","SC","Pickens","[No locality description provided]","34.818","-82.57784","reported","Accurate","Saluda","03050109","2019","5","25","established","<a href = https://www.inaturalist.org/observations/27847062 target = _blank >iNaturalist observation ID 27847062</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239124","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","TX","Brewster","a beaver pond in Big Bend National Park","29.1794","-102.953","reported","Accurate","Big Bend","13040205","2006","9","30","established","Froglet found atop a submersed bunchgrass in thick vegetation. Vocalizations suggest an established population.","Specimen","preserved","SRSU 1502","Freshwater","16448","Journal Article","2007","Leavitt, D.J., T.C. Mullett, C.M. Ritzi, and J.R. Skiles","Hyla cinerea.","","","31679","Journal Article","2018","Schalk, C.M., C.G. Montan˜a, K. Kralman, D.J. Leavitt","Functional distance and establishment of non-native species with complex life cycles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1468523","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","TX","Brewster","a beaver pond in Big Bend National Park","29.1794","-102.953","reported","Accurate","Big Bend","13040205","2017","","","established","","Literature","","","Freshwater","31679","Journal Article","2018","Schalk, C.M., C.G. Montan˜a, K. Kralman, D.J. Leavitt","Functional distance and establishment of non-native species with complex life cycles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1468524","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","TX","Brewster","a beaver pond in Big Bend National Park","29.1794","-102.953","reported","Accurate","Big Bend","13040205","2017","","","established","","Literature","","","Freshwater","31679","Journal Article","2018","Schalk, C.M., C.G. Montan˜a, K. Kralman, D.J. Leavitt","Functional distance and establishment of non-native species with complex life cycles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"916","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","TX","Cameron","Rio Grande River valley","26.3200889","-97.816366","Calculated by GIS","Centroid","South Laguna Madre","12110208","1977","","","established","","Literature","","","Freshwater","12167","Journal Article","1977","Conant, R.","The Florida Water Snake (Reptile, Serpentes, Colubridae) Established at Brownsville, Texas, with Comments on other Herpetological Introductions in the Area.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"915","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","TX","Cameron","3 miles south of Harlingen","26.181629","-97.695923","Map derived","Accurate","South Laguna Madre","12110208","1950","","","established","","Literature","","","Freshwater","12167","Journal Article","1977","Conant, R.","The Florida Water Snake (Reptile, Serpentes, Colubridae) Established at Brownsville, Texas, with Comments on other Herpetological Introductions in the Area.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"914","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","TX","Cameron","Brownsville","25.925011","-97.489929","Map derived","Approximate","South Laguna Madre","12110208","1950","","","established","","Literature","","","Freshwater","12167","Journal Article","1977","Conant, R.","The Florida Water Snake (Reptile, Serpentes, Colubridae) Established at Brownsville, Texas, with Comments on other Herpetological Introductions in the Area.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"913","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","TX","Cameron","resacas (lakes) between Brownsville and San Benito","26.024085","-97.553444","Map derived","Approximate","South Laguna Madre","12110208","1930","6","17","established","found choruses of Hyla cinerea","Literature","","","Freshwater","12167","Journal Article","1977","Conant, R.","The Florida Water Snake (Reptile, Serpentes, Colubridae) Established at Brownsville, Texas, with Comments on other Herpetological Introductions in the Area.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1474350","53","Amphibians-Frogs","Hylidae","Hyla cinerea","Green Treefrog","United States of America","VA","Campbell","Custer Drive, Lynchburg, Va","37.37886","-78.99317","reported","Accurate","Middle James-Buffalo","02080203","2018","10","9","unknown","","NAS sighting report","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
