"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"1615262","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Indian River","[No locality description provided]","27.59259","-80.43243","reported","Accurate","Vero Beach","03080203","2019","5","12","established","<a href = https://www.inaturalist.org/observations/25124715 target = _blank >iNaturalist observation ID 25124715</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614322","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lake","[No locality description provided]","28.83992","-81.65711","reported","Accurate","Oklawaha","03080102","2017","1","18","established","<a href = https://www.inaturalist.org/observations/4992127 target = _blank >iNaturalist observation ID 4992127</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lake","Lake County","28.795924","-81.747696","US Census Bureau","Centroid","South Atlantic-Gulf Region","03000000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"487","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lake","Mt. Plymouth, FL Rt. 435 at S side of golf course","26.188627","-81.759483","GNIS","Approximate","Big Cypress Swamp","03090204","1986","11","9","established","(REA-1071) Oak/pine scrub in trash pile","Specimen","FL Museum of Natural Hist","UF 65832","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"488","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lake","Eustis, plot 05 from pitfall traps in citrus groves","28.8527675","-81.685353","GNIS","Approximate","Oklawaha","03080102","1983","11","16","established","","Specimen","FL Museum of Natural Hist","UF 61056","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"489","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lake","Eustis, plot E1 from pitfall traps in citrus groves","28.8527675","-81.685353","GNIS","Approximate","Oklawaha","03080102","1983","11","16","established","","Specimen","FL Museum of Natural Hist","UF 61057","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","Lee County","26.602541","-81.846262","US Census Bureau","Centroid","South Atlantic-Gulf Region","03000000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"490","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","The Villas, 8967 Beacon St. [Fort Myers]","26.5538","-81.8689","Map derived","Accurate","Big Cypress Swamp","03090204","1995","5","19","established","(#12)","Specimen","FL Museum of Natural Hist","UF 103072-74","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614218","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.45617","-81.95615","reported","Accurate","Big Cypress Swamp","03090204","2016","3","12","established","<a href = https://www.inaturalist.org/observations/2771575 target = _blank >iNaturalist observation ID 2771575</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614194","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.4285","-82.10262","reported","Accurate","Charlotte Harbor","03100103","2015","9","23","established","<a href = https://www.inaturalist.org/observations/2013720 target = _blank >iNaturalist observation ID 2013720</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614476","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.42308","-81.73701","reported","Accurate","Big Cypress Swamp","03090204","2017","12","29","established","<a href = https://www.inaturalist.org/observations/9297401 target = _blank >iNaturalist observation ID 9297401</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614795","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.54855","-81.86929","reported","Accurate","Big Cypress Swamp","03090204","2018","9","20","established","<a href = https://www.inaturalist.org/observations/16783441 target = _blank >iNaturalist observation ID 16783441</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614797","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.43361","-82.05833","reported","Accurate","Charlotte Harbor","03100103","2018","9","22","established","<a href = https://www.inaturalist.org/observations/16818130 target = _blank >iNaturalist observation ID 16818130</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615024","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.32347","-81.80193","reported","Accurate","Big Cypress Swamp","03090204","2018","12","30","established","<a href = https://www.inaturalist.org/observations/19469803 target = _blank >iNaturalist observation ID 19469803</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615025","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.3168","-81.79876","reported","Accurate","Big Cypress Swamp","03090204","2018","12","30","established","<a href = https://www.inaturalist.org/observations/19472005 target = _blank >iNaturalist observation ID 19472005</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615023","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.3233","-81.80203","reported","Accurate","Big Cypress Swamp","03090204","2019","1","2","established","<a href = https://www.inaturalist.org/observations/19469651 target = _blank >iNaturalist observation ID 19469651</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615156","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Lee","[No locality description provided]","26.42308","-81.73701","reported","Accurate","Big Cypress Swamp","03090204","2017","12","29","established","<a href = https://www.inaturalist.org/observations/21969783 target = _blank >iNaturalist observation ID 21969783</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615222","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","[No locality description provided]","30.46756","-84.27975","reported","Accurate","Apalachee Bay-St. Marks","03120001","2019","5","1","established","<a href = https://www.inaturalist.org/observations/24293898 target = _blank >iNaturalist observation ID 24293898</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615209","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","[No locality description provided]","30.42542","-84.10703","reported","Accurate","Apalachee Bay-St. Marks","03120001","2019","4","28","established","<a href = https://www.inaturalist.org/observations/23620955 target = _blank >iNaturalist observation ID 23620955</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615210","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","[No locality description provided]","30.42545","-84.10686","reported","Accurate","Apalachee Bay-St. Marks","03120001","2019","4","28","established","<a href = https://www.inaturalist.org/observations/23621443 target = _blank >iNaturalist observation ID 23621443</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615068","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","[No locality description provided]","30.41511","-84.28561","reported","Accurate","Apalachee Bay-St. Marks","03120001","2019","2","16","established","<a href = https://www.inaturalist.org/observations/20387401 target = _blank >iNaturalist observation ID 20387401</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615353","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","[No locality description provided]","30.4727","-84.08769","reported","Accurate","Apalachee Bay-St. Marks","03120001","2019","6","13","established","<a href = https://www.inaturalist.org/observations/26920469 target = _blank >iNaturalist observation ID 26920469</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614586","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","[No locality description provided]","30.50985","-84.32524","reported","Accurate","Lower Ochlockonee","03120003","2018","5","18","established","<a href = https://www.inaturalist.org/observations/12573742 target = _blank >iNaturalist observation ID 12573742</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614481","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","[No locality description provided]","30.45484","-84.28562","reported","Accurate","Apalachee Bay-St. Marks","03120001","2018","1","7","established","<a href = https://www.inaturalist.org/observations/9397001 target = _blank >iNaturalist observation ID 9397001</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614407","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","[No locality description provided]","30.53664","-84.28358","reported","Accurate","Lower Ochlockonee","03120003","2017","9","12","established","<a href = https://www.inaturalist.org/observations/7890330 target = _blank >iNaturalist observation ID 7890330</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236999","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","Andrews Wildlife Management Area","29.562707","-82.933903","Map derived","Approximate","Lower Suwannee","03110205","1988","8","","established","Breeding Status: At least 10 years","Literature","","","Freshwater","15953","Web Page","2007","Florida Fish and Wildlife Conservation Commission.","Florida's Exotic Wildlife species detail: Greenhouse Frog Eleutherodactylus planirostris.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"491","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","630 W Call St., Tallahassee","30.4436","-84.2923","Map derived","Accurate","Apalachee Bay-St. Marks","03120001","1970","7","26","established","T.T. Cat. #158 (5 in lot), under boards","Specimen","FL Museum of Natural Hist","UF 69816","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"492","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","630 W Call St., Tallahassee","30.4436","-84.2923","Map derived","Accurate","Apalachee Bay-St. Marks","03120001","1969","11","6","established","T.T. Cat. #161 (15 in lot)","Specimen","FL Museum of Natural Hist","UF 69817","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236997","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","Tallahassee","30.4382559","-84.280732","GNIS","Approximate","Apalachee Bay-St. Marks","03120001","1963","","","established","Breeding Status: At least 10 years","Literature","","","Freshwater","15953","Web Page","2007","Florida Fish and Wildlife Conservation Commission.","Florida's Exotic Wildlife species detail: Greenhouse Frog Eleutherodactylus planirostris.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"494","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","Tallahassee","30.4382559","-84.280732","GNIS","Approximate","Apalachee Bay-St. Marks","03120001","1965","7","17","established","(LDO3912)","Specimen","FL Museum of Natural Hist","UF 87681","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"247","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","Tallahassee","30.4382559","-84.280732","GNIS","Approximate","Apalachee Bay-St. Marks","03120001","1965","7","17","collected","","Specimen","L.D. Ober per. coll.","12-Jun","Freshwater","12108","Other","1974","Schwartz, A.","Eleutherodactylus planirostris.","Catalogue of American Amphibians and Reptiles, Society for the Study of Amphibians and Reptiles.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"495","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","Tallahassee, 216 S Macomb St.","30.4408","-84.2886","Map derived","Accurate","Apalachee Bay-St. Marks","03120001","1965","4","3","established","(FSU258)","Specimen","FL Museum of Natural Hist","UF 76007-11","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"496","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","Tallahassee","30.4382559","-84.280732","GNIS","Approximate","Apalachee Bay-St. Marks","03120001","1968","5","16","established","(FSU446)","Specimen","FL Museum of Natural Hist","UF 76012-22","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"497","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","Tallahassee, west end of Nylic St.","30.451615","-84.304683","Map derived","Accurate","Apalachee Bay-St. Marks","03120001","1968","6","1","established","(FSU799)","Specimen","FL Museum of Natural Hist","UF 76023","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"493","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Leon","3 mi. N downtown Tallahassee","30.44601","-84.2799","Map derived","Approximate","Apalachee Bay-St. Marks","03120001","1975","11","27","established","prep 43","Specimen","FL Museum of Natural Hist","UF 101553","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Levy","Levy County","29.330144","-82.70781","US Census Bureau","Centroid","South Atlantic-Gulf Region","03000000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Manatee","Manatee County","27.487817","-82.549069","US Census Bureau","Centroid","Peace-Tampa Bay","03100000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168039","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Manatee","Manatee County","27.487817","-82.549069","US Census Bureau","Centroid","Peace-Tampa Bay","03100000","1977","","","established","","Literature","","","Freshwater","13419","Report","1977","Layne, J.N., J.A. Stallcup, G.E. Woolfenden, M.N. McCauley, and D.J. Worley.","Fish and Wildlife Inventory of the Seven County Region Included in the Central Florida Phosphate Industry Areawide Environmental Impact Study.","U S Department of Commerce, National Technical Information Service.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614184","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Manatee","[No locality description provided]","27.51516","-82.72014","reported","Accurate","Sarasota Bay","03100201","2015","6","10","established","<a href = https://www.inaturalist.org/observations/1614569 target = _blank >iNaturalist observation ID 1614569</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614679","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Manatee","[No locality description provided]","27.56431","-82.43829","reported","Accurate","Manatee","03100202","2018","7","8","established","<a href = https://www.inaturalist.org/observations/14290372 target = _blank >iNaturalist observation ID 14290372</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"902601","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Manatee","residence near 37th St W and 41st Ave W","27.4663","-82.5986","reported","Accurate","Sarasota Bay","03100201","2015","11","25","established","EDDMapS Record ID = <a href=""http://www.eddmaps.org/distribution/point.cfm?id=4426972"" target=""_blank"">4426972</a>","Literature","","","Freshwater","24369","Database","2019","Center for Invasive Species and Ecosystem Health.","EDDMapS: Early detection and distribution mapping system","The University of Georgia","Tifton, GA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615522","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Manatee","[No locality description provided]","27.43773","-82.68581","reported","Accurate","Sarasota Bay","03100201","2019","8","3","established","<a href = https://www.inaturalist.org/observations/30111821 target = _blank >iNaturalist observation ID 30111821</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615129","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Marion","[No locality description provided]","29.35533","-81.7606","reported","Accurate","Upper St. Johns","03080101","2019","3","17","established","<a href = https://www.inaturalist.org/observations/21372858 target = _blank >iNaturalist observation ID 21372858</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615161","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Marion","[No locality description provided]","29.05079","-82.44928","reported","Accurate","Withlacoochee","03100208","2019","4","5","established","<a href = https://www.inaturalist.org/observations/22060495 target = _blank >iNaturalist observation ID 22060495</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1615155","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Marion","[No locality description provided]","29.04964","-82.44926","reported","Accurate","Withlacoochee","03100208","2019","4","3","established","<a href = https://www.inaturalist.org/observations/21941346 target = _blank >iNaturalist observation ID 21941346</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"548","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Marion","Bell Branch and 40, West of junction 336 and 40","29.0595","-82.5367","Map derived","Approximate","Withlacoochee","03100208","1975","11","20","established","BCS 1575","Specimen","FL Museum of Natural Hist","UF 35448","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Marion","Marion County","29.142855","-82.114602","US Census Bureau","Centroid","South Atlantic-Gulf Region","03000000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Marion","Silver Springs","29.21599","-82.05302","GNIS","Accurate","Oklawaha","03080102","1943","","","collected","","Literature","","","Freshwater","12132","Journal Article","1951","Neill, W.T.","Florida's Air-plants and Their Inhabitants.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
