"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"156016","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","","state non-specific","32.79157","-86.82763","Calculated by GIS","Centroid","South Atlantic-Gulf Region","03000000","1991","","","established","","Literature","","","Freshwater","13270","Book","1991","Schwartz, A., and R.W. Henderson.","Amphibians and Reptiles of the West Indies: Descriptions, Distributions, and Natural History.","University of Florida Press, Gainesville.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753385","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Wilkins Creek, headwaters","30.728","-87.895","reported","Accurate","Mobile-Tensaw","03160204","2012","3","13","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753386","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Wilkins Creek, headwaters","30.728","-87.895","reported","Accurate","Mobile-Tensaw","03160204","2012","3","14","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753387","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Wilkins Creek, headwaters","30.728","-87.895","reported","Accurate","Mobile-Tensaw","03160204","2012","3","15","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753388","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Wilkins Creek, headwaters","30.728","-87.895","reported","Accurate","Mobile-Tensaw","03160204","2012","5","8","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753394","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Bay Minette Creek, headwaters","30.859","-87.779","reported","Accurate","Mobile-Tensaw","03160204","2012","5","8","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753399","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Rock Creek headwaters, in Robertsdale","30.554","-87.707","reported","Accurate","Perdido","03140106","2012","5","8","unknown","multiple individuals recorded.","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753403","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Silver Creek tributary, just north of Silverhill","30.554","-87.744","reported","Accurate","Mobile Bay","03160205","2012","5","8","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753408","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","headwaters of tributary to Palmetto Creek","30.369","-87.515","reported","Accurate","Perdido Bay","03140107","2012","5","8","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753389","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Wilkins Creek, headwaters","30.728","-87.895","reported","Accurate","Mobile-Tensaw","03160204","2012","5","9","unknown","multiple individuals recorded.","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753395","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Bay Minette Creek, headwaters","30.859","-87.779","reported","Accurate","Mobile-Tensaw","03160204","2012","5","9","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753400","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Rock Creek headwaters, in Robertsdale","30.554","-87.707","reported","Accurate","Perdido","03140106","2012","5","9","unknown","multiple individuals recorded.","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753404","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Silver Creek tributary, just north of Silverhill","30.554","-87.744","reported","Accurate","Mobile Bay","03160205","2012","5","9","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753409","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","headwaters of tributary to Palmetto Creek","30.369","-87.515","reported","Accurate","Perdido Bay","03140107","2012","5","9","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753390","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Wilkins Creek, headwaters","30.728","-87.895","reported","Accurate","Mobile-Tensaw","03160204","2012","5","10","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753396","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Bay Minette Creek, headwaters","30.859","-87.779","reported","Accurate","Mobile-Tensaw","03160204","2012","5","10","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753401","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Rock Creek headwaters, in Robertsdale","30.554","-87.707","reported","Accurate","Perdido","03140106","2012","5","10","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753405","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Silver Creek tributary, just north of Silverhill","30.554","-87.744","reported","Accurate","Mobile Bay","03160205","2012","5","10","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753410","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","headwaters of tributary to Palmetto Creek","30.369","-87.515","reported","Accurate","Perdido Bay","03140107","2012","5","10","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753391","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Wilkins Creek, headwaters","30.728","-87.895","reported","Accurate","Mobile-Tensaw","03160204","2012","5","11","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753402","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Rock Creek headwaters, in Robertsdale","30.554","-87.707","reported","Accurate","Perdido","03140106","2012","5","11","unknown","multiple individuals recorded","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753392","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Wilkins Creek, headwaters","30.728","-87.895","reported","Accurate","Mobile-Tensaw","03160204","2012","5","12","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753393","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Bay Minette Creek, headwaters","30.859","-87.779","reported","Accurate","Mobile-Tensaw","03160204","2012","5","7","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753398","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Rock Creek headwaters, in Robertsdale","30.554","-87.707","reported","Accurate","Perdido","03140106","2012","5","7","unknown","multiple individuals recorded.","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753407","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","headwaters of tributary to Palmetto Creek","30.369","-87.515","reported","Accurate","Perdido Bay","03140107","2012","5","7","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753397","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Rock Creek headwaters, in Robertsdale","30.554","-87.707","reported","Accurate","Perdido","03140106","2012","5","6","unknown","multiple individuals recorded.","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"753406","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","headwaters of tributary to Palmetto Creek","30.369","-87.515","reported","Accurate","Perdido Bay","03140107","2012","5","6","unknown","","Literature","","","Freshwater","27163","Journal Article","2014","Alix, D.M., C. Guyer, and C.J. Anderson","Expansion of the range of the introduced Greenhouse Frog, <em>Eleutherodactylus planirostris</em>, in coastal Alabama.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273133","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Baldwin","Marietta Johnson School of Organic Education under masonary debris","30.510762","-87.901654","Map derived","Approximate","Mobile Bay","03160205","1982","4","11","established","","Literature","","","Freshwater","19552","Journal Article","1982","Carey, S.D.","Eleutherodactylus planirostris planirostris.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1241519","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","AL","Mobile","County Road 70, 0.48 road km SW of Foster Rd, then 0.11 air miles N","30.6976","-88.23372","reported","Accurate","Escatawpa","03170008","2013","2","11","unknown","","Specimen","Auburn University Natural History Museum","AUM 40142","Freshwater","28373","Journal Article","2015","McConnell, R., T. McConnell, C. Guyer, and D. Laurencio.","<em>Eleutherodactylus planirostris</em> (Greenhouse Frog).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"94","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","","Florida, southern portion","26.2966098","-80.607194","Calculated by GIS","Centroid","Southern Florida","03090200","1910","","","collected","","Literature","","","Freshwater","659","Journal Article","1966","King, W., and T. Krakauer","The exotic herpetofauna of southeast Florida.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"450","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville, U of Florida campus, in pool in front of the University Gallery on US 441 at Stadium Rd.","29.651836","-82.339557","Map derived","Accurate","Oklawaha","03080102","1993","10","12","established","dead in pool","Specimen","FL Museum of Natural Hist","UF 87931","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","San Felasco State Preserve (north side), NW Gainesville","29.716085","-82.449818","Map derived","Accurate","Oklawaha","03080102","1991","10","","established","","Personal communication","released","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.6591339","-82.3787","GNIS","Accurate","Oklawaha","03080102","1930","3","25","collected","FSM 68722; UF 1239-7 stained skeleton","Specimen","FL Museum of Natural Hist","UF 147-1,2; 1239-1to7","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"423","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.659133","-82.3787","GNIS","Accurate","Oklawaha","03080102","1933","","","collected","","Literature","","","Freshwater","12132","Journal Article","1951","Neill, W.T.","Florida's Air-plants and Their Inhabitants.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"236979","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.659133","-82.3787","GNIS","Accurate","Oklawaha","03080102","1933","","","established","Breeding Status: At least 10 years","Literature","","","Freshwater","15953","Web Page","2007","Florida Fish and Wildlife Conservation Commission.","Florida's Exotic Wildlife species detail: Greenhouse Frog Eleutherodactylus planirostris.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"267936","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville [non specific locality]","29.651634","-82.324826","GNIS","Approximate","Oklawaha","03080102","1933","","","established","Exact locality not specified. This frog was dentified in this paper as Eleutherodactylus ricordii. This species is currently identified as E. planirostris","Literature","","","Freshwater","18994","Journal Article","1933","Van Hyning, O.C.","Batrachia and reptilia of Alachua county, Florida.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.6591339","-82.3787","GNIS","Accurate","Oklawaha","03080102","1979","10","30","established","","Specimen","FL Museum of Natural Hist","UF 101535","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Alachua County","29.676436","-82.379953","US Census Bureau","Centroid","South Atlantic-Gulf Region","03000000","1988","8","","established","","Literature","","","Freshwater","698","Book","1988","Ashton, R.E., and P.S. Ashton.","Handbook of Reptiles and Amphibians of Florida. Part Three: The Amphibians.","Windward Publishing, Inc  Miami, FL.","","700","Book","1991","Conant, R., and J.T. Collins.","A Field Guide to Reptiles and Amphibians of Eastern and Central North America.","Houghton Mifflin Co, Boston.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.6591339","-82.3787","GNIS","Accurate","Oklawaha","03080102","1948","3","25","established","SRT-345a,b","Specimen","FL Museum of Natural Hist","UF 101528-29","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"447","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville, hammock area along Newberry Rd at NW corner of campus","29.648675","-82.37051","Map derived","Approximate","Oklawaha","03080102","1950","10","2","established","#16, 19, 24, 38 skeletons","Specimen","FL Museum of Natural Hist","UF 2901-1to38","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"448","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville, University of Florida, near Science Hall (Bartram/Carr)","29.643454","-82.344718","Map derived","Accurate","Oklawaha","03080102","1954","10","15","established","","Specimen","FL Museum of Natural Hist","UF 7374","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville, U of Florida campus","29.640507","-82.351456","Map derived","Accurate","Oklawaha","03080102","1952","3","5","established","#29","Specimen","FL Museum of Natural Hist","UF 7486","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.6591339","-82.3787","GNIS","Accurate","Oklawaha","03080102","1959","12","13","established","","Specimen","FL Museum of Natural Hist","UF 14728","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.6591339","-82.3787","GNIS","Accurate","Oklawaha","03080102","1959","12","20","established","UF 101531 found in rotting pine stump","Specimen","FL Museum of Natural Hist","UF 103247, 101531","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.6591339","-82.3787","GNIS","Accurate","Oklawaha","03080102","1960","1","6","established","","Specimen","FL Museum of Natural Hist","UF 103248","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville, near Highway 26 bridge over Hogtown Cr.","29.6517","-82.3748","Map derived","Accurate","Oklawaha","03080102","1960","3","2","established","","Specimen","FL Museum of Natural Hist","UF 107348; 101532","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville, NW 13th St.","29.705","-82.3461","Map derived","Approximate","Oklawaha","03080102","1964","11","26","established","3714-19; in ravine beneath rotting logs","Specimen","FL Museum of Natural Hist","UF 87745-50","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville, small lake on SW 28th Pl","29.6273","-82.3655","Map derived","Approximate","Oklawaha","03080102","1971","5","9","established","","Specimen","FL Museum of Natural Hist","UF 101533","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville, NW of city","29.716085","-82.44278","Map derived","Accurate","Santa Fe","03110206","1972","9","20","established","","Specimen","FL Museum of Natural Hist","UF 101534","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"437","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","Gainesville","29.6591339","-82.3787","GNIS","Accurate","Oklawaha","03080102","1944","5","9","established","","Specimen","FL Museum of Natural Hist","UF 101527","Freshwater","12123","Database","1997","Anonymous","<em>Eleutherodactylus planirostris </em>records from the herpetology collection of the Florida Museum of Natural History.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614165","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.68328","-82.33669","reported","Accurate","Oklawaha","03080102","2014","9","28","established","<a href = https://www.inaturalist.org/observations/900055 target = _blank >iNaturalist observation ID 900055</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1614397","61","Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","United States of America","FL","Alachua","[No locality description provided]","29.61335","-82.41653","reported","Accurate","Oklawaha","03080102","2017","8","21","established","<a href = https://www.inaturalist.org/observations/7599407 target = _blank >iNaturalist observation ID 7599407</a>","Literature","","","Freshwater","25944","Database","2019","Ueda, K., J. Belmonte, A. Shepard, P. Leary, and S. Loarie.","iNaturalist.org","California Academy of Sciences","San Francisco, CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
