,Specimen Number,Species ID,Group,Family,Scientific Name,Common Name,Country,State,County,Locality,Latitude,Longitude,Drainage Name,Year,Month,Day,cluster
1569,293517,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dickinson,East Okoboji Lake,0.7576393997761793,-1.6593897632249044,Little Sioux,2012,12.0,,4
1570,1468692,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dickinson,Center Lake,0.7576943776476172,-1.6604313757224947,Little Sioux,2018,8.0,3.0,4
1571,117474,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dubuque,"Mississippi River (R.M. 583.0) at Lock and Dam #11 at Dubuque, IA",0.7424900116820387,-1.5820527056325866,Grant-Little Maquoketa,1995,10.0,13.0,1
1572,154097,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dubuque,"Mississippi River (RM 588.0-589.7), upstream of Lock and Dam 11, on and between submerged islands",0.7428568798908078,-1.5824449858352645,Grant-Little Maquoketa,1999,,,1
1573,1320149,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dubuque,"Mississippi River,  Dubuque, between Rt. 20 & R.R. bridge",0.7417370068295581,-1.5822037987859314,Apple-Plum,2005,8.0,9.0,1
1574,1464141,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dubuque,Mississippi River,0.7398710753262511,-1.5794500182921347,Apple-Plum,2006,,,1
1575,1320560,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dubuque,"Mississippi River, RM 577.4, 2.5 mi ENE Key West, Granger Creek confluence",0.7411879262468808,-1.5820065765804563,Apple-Plum,2010,9.0,21.0,1
1576,1320532,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dubuque,"Mississippi River, RM 582.2, 2.2 mi NNE Dubuque",0.7422590348088296,-1.5820217609449485,Apple-Plum,2010,9.0,21.0,1
1577,1320449,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Dubuque,"Mississippi River, RM 588.0- 589.7, upstream of Lock & Dam 11, on & between submerged islands",0.7436863650711106,-1.582919907378025,Grant-Little Maquoketa,1999,10.0,24.0,1
1578,1547873,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Hancock,Crystal Lake,0.7545099546141834,-1.6369917958544284,Upper Iowa,2019,6.0,,4
1579,1320534,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,"Mississippi River, RM 559.6, 3.1 mi N Bellevue",0.7383135435017713,-1.578356045916985,Apple-Plum,2010,9.0,21.0,1
1580,1320535,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,"Mississippi River, RM 546.2, 6 mi S Hanover, near Apple River confluence",0.7360378086900958,-1.5754268598333627,Apple-Plum,2010,9.0,22.0,1
1581,1320024,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,"Mississippi River, RM 559, 2.4 mi N Bellevue, Pool 12",0.7381454682948042,-1.5782469628387352,Apple-Plum,2010,5.0,25.0,1
1582,1320330,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,"Mississippi River, RM 535.7, Sabula, U.S. Hwy. 52",0.734353216896071,-1.5738639174882019,Apple-Plum,2015,6.0,9.0,1
1583,1464003,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,Mississippi River,0.737193914786617,-1.57778287979063,Apple-Plum,2005,,,1
1584,1320117,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,"Mississippi River,  Savanna, U.S. Rt. 52 bridge, W side, Pool 13",0.7348576170498974,-1.5736471475951042,Apple-Plum,2012,8.0,29.0,1
1585,1549174,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7338612085799338,-1.5737433152368892,Apple-Plum,2001,5.0,23.0,1
1586,1549185,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7344273933892808,-1.5739848688053653,Apple-Plum,2001,5.0,23.0,1
1587,1549223,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7355272998838874,-1.5744149179330564,Apple-Plum,2002,5.0,24.0,1
1588,1549268,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7364589566386022,-1.5765721448885215,Apple-Plum,2001,6.0,1.0,1
1589,1549270,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7372874644345238,-1.5779890031752903,Apple-Plum,2001,6.0,1.0,1
1590,1549271,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7373019506673153,-1.5779891777082156,Apple-Plum,2001,6.0,1.0,1
1591,1549269,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7365093966539846,-1.5767180544139883,Apple-Plum,2002,5.0,22.0,1
1592,1549272,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7373571030716783,-1.5780467735735313,Apple-Plum,2004,5.0,17.0,1
1593,1548471,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7338235094680907,-1.5736703604741558,Apple-Plum,2000,5.0,24.0,1
1594,1548505,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,[No locality description provided],0.7371651168539589,-1.5778959771261591,Apple-Plum,2000,5.0,22.0,1
1595,117475,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,"Mississippi River (R.M. 556.7) at Lock and Dam #12 at Bellevue, IA",0.7376511212374693,-1.5781847069443165,Apple-Plum,1995,10.0,13.0,1
1596,116501,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Jackson,"Mississippi River (R.M. 554.1) near the Iowa side just south of Bellevue, Iowa",0.7373631263774599,-1.5779788722371144,Apple-Plum,1992,9.0,25.0,1
1597,158143,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Lee,"Mississippi River (R.M. 363) (Pool 20) in Keokuk, IA",0.7048383029814452,-1.5957166963602323,Lower Des Moines,2003,7.0,29.0,2
1598,1320013,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Lee,"Mississippi River,  3 mi S Ft. Madison, Devil's Island",0.7084616065085854,-1.5949820523714828,Flint-Henderson,2008,7.0,30.0,1
1599,257941,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Linn,Cedar River at the Duane Arnold Energy Center just N of the town of Palo,0.7347236979363918,-1.6017186218584532,Middle Cedar,2008,10.0,28.0,1
1600,158141,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Louisa,"Mississippi River (R.M. 445) (Pool 17) [~8 miles S of Muscatine, IA]",0.7205918367961639,-1.5899167578163447,Copperas-Duck,2003,7.0,26.0,1
1601,158132,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Louisa,"Lake Odessa [adjacent to Mississippi River (R.M. 437)~ 4 miles E of Wapello, IA]",0.7189724018083072,-1.5901043449316847,Copperas-Duck,2001,11.0,8.0,1
1602,158133,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,Mississippi River (R.M. 462.5) at Fairport (Pool 16),0.7230827125851459,-1.58671072813037,Copperas-Duck,2001,9.0,18.0,1
1603,117421,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 454) at Muscatine, Iowa",0.7226198664518816,-1.589272805847918,Copperas-Duck,1995,7.0,20.0,1
1604,117420,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 454) at Muscatine, Iowa",0.7226198664518816,-1.589272805847918,Copperas-Duck,1995,5.0,23.0,1
1605,117426,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 454) at Muscatine, Iowa",0.7226198664518816,-1.589272805847918,Copperas-Duck,1995,9.0,13.0,1
1606,117427,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 454) at Muscatine, Iowa",0.7226198664518816,-1.589272805847918,Copperas-Duck,1995,9.0,26.0,1
1607,117424,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 454) at Muscatine, Iowa",0.7226198664518816,-1.589272805847918,Copperas-Duck,1995,8.0,16.0,1
1608,117423,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 454) at Muscatine, Iowa",0.7226198664518816,-1.589272805847918,Copperas-Duck,1995,8.0,16.0,1
1609,117422,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 454) at Muscatine, Iowa",0.7226198664518816,-1.589272805847918,Copperas-Duck,1995,8.0,2.0,1
1610,117425,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 454) at Muscatine, Iowa",0.7226198664518816,-1.589272805847918,Copperas-Duck,1995,8.0,30.0,1
1611,117479,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River (R.M. 457.2) Lock and Dam # 16 at Muscatine, IA",0.7231514335281799,-1.5884199285432494,Copperas-Duck,1995,10.0,13.0,1
1612,1320356,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River, RM 450.8, 3.9 mi S Muscatine, River Trading Company dock, Pool 17",0.721965567997116,-1.589446217050007,Copperas-Duck,2003,6.0,25.0,1
1613,1320046,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River, RM 467, Andalusia Island, near Wildcat Den State Park",0.723555737478608,-1.5853586559418364,Copperas-Duck,1997,9.0,11.0,1
1614,1464037,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,Mississippi River,0.7228151942769868,-1.589112684629951,Copperas-Duck,2005,,,1
1615,1319988,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Muscatine,"Mississippi River, RM 450.9, 3.4 mi ENE Fruitland, K.A. Steel Chemicals loading dock, Pool 17",0.7219823231579351,-1.5894444717207552,Copperas-Duck,2000,4.0,10.0,1
1616,1522501,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Palo Alto,Lost Island Lake,0.7534872614856848,-1.6563263613218038,Little Sioux,2018,8.0,,4
1617,1651255,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Pottawattamie,Lake Manawa,0.71918159330726,-1.6730073456477397,Big Papillion-Mosquito,2020,7.0,21.0,4
1618,1653499,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Sac,Black Hawk Lake,0.738252806043802,-1.658332093698196,North Raccoon,2020,10.0,6.0,4
1619,1320026,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 488, 2.1 mi W Bettendorf",0.7247181267604363,-1.5790848954126178,Copperas-Duck,2007,5.0,10.0,1
1620,1320273,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 503- 506.9, 1.6 mi N Cordova; Pool 14",0.7278576250189236,-1.5762941139386788,Copperas-Duck,2004,7.0,,1
1621,1320432,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 499.5, 2.7 mi N Le Claire",0.7266880798871622,-1.5768594260833997,Copperas-Duck,2012,10.0,27.0,1
1622,1320462,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 470.5, 2.5 mi WSW Buffalo, Pool 16",0.7234759759317919,-1.5841692140566024,Copperas-Duck,2003,10.0,28.0,1
1623,1320464,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 486.5, Bettendorf, Pool 15",0.724682871109546,-1.5794978403136395,Copperas-Duck,2010,10.0,15.0,1
1624,1319970,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 486.5, Pool 15, upstream Isle of Capri Casino",0.724682871109546,-1.5794978403136395,Copperas-Duck,2012,4.0,27.0,1
1625,1320097,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 491, 4.7 mi ENE Bettendorf, Pigeon Creek Park",0.7252619713553577,-1.5783761172033828,Copperas-Duck,2012,8.0,2.0,1
1626,1320166,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 504- 507.5, 1.6 mi N Cordova; Pool 14",0.7278576250189236,-1.5762941139386788,Copperas-Duck,2006,8.0,,1
1627,1320164,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River, RM 486.5, Bettendorf, Pool 15, grain facility",0.724682871109546,-1.579497316714864,Copperas-Duck,2014,8.0,31.0,1
1628,117477,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River (R.M. 493.3) at Lock and Dam #14 at Davenport, IA",0.7256091983268567,-1.5777154856468933,Copperas-Duck,1995,10.0,13.0,1
1629,153607,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River (R.M. 493.3) at Lock and Dam #14 at Davenport, IA",0.7256091983268567,-1.5777154856468933,Copperas-Duck,2001,,,1
1630,158134,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River (R.M. 503) [Princeton, IA] (Pool 14)",0.7275657136400728,-1.576604079526911,Copperas-Duck,2001,7.0,24.0,1
1631,158136,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Scott,"Mississippi River (R.M. 503) [Princeton, IA] (Pool 14)",0.7275657136400728,-1.576604079526911,Copperas-Duck,2002,7.0,23.0,1
1632,1522503,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Webster,Brushy Creek Lake,0.7400142673740724,-1.6403953275221577,Middle Des Moines,2015,,,4
1633,118208,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Woodbury,"Missouri River (R.M. 716.8) about 15 mi S of Sioux City, IA at MidAmerican Energy intake.",0.738306823984151,-1.6819297829432003,Blackbird-Soldier,1999,4.0,12.0,4
1634,644352,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IA,Wright,Lake Cornelia,0.746771583589861,-1.6351864098228732,Boone,2014,6.0,,4
1635,544801,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,,"Lake Michigan, Chicago near Montrose, Sunken ship ""Lucille""",0.7323668576743761,-1.5295795038444246,Lake Michigan,1991,6.0,,1
1636,118174,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,Mississippi River (R.M. 315.3-315.5) [Whitney Island],0.6947283141668635,-1.5946862133036832,The Sny,1997,7.0,,2
1637,1463974,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,Mississippi River,0.69486147737827,-1.5948951349747333,The Sny,2004,,,2
1638,1464009,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,Mississippi River,0.69486147737827,-1.5948951349747333,The Sny,2004,,,2
1639,1320486,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,"Mississippi River, RM 317, 5.3 mi WNW Fall Creek",0.6949817305637326,-1.594994269676247,The Sny,2009,9.0,23.0,2
1640,1320487,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,"Mississippi River, RM 328, 1.2 mi WNW Quincy",0.6971689771823317,-1.5957419687278012,Bear-Wyaconda,2009,9.0,24.0,2
1641,1320555,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,"Mississippi River, RM 313.8, 4.8 mi N Hannibal, McDonald Island",0.6942595133192572,-1.5945436256633818,The Sny,2009,9.0,23.0,2
1642,1320557,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,"Mississippi River, RM 325.5, 1.8 mi WSW Quincy",0.6965778341646812,-1.5955566147612394,Bear-Wyaconda,2009,9.0,24.0,2
1643,1320558,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,"Mississippi River, RM 337.8, 5 mi ENE LaGrange, Missouri",0.6992918211515325,-1.5968153462177777,Bear-Wyaconda,2009,9.0,24.0,2
1644,1464148,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,Mississippi River,0.6958573622494582,-1.5960278536592778,The Sny,2005,,,2
1645,1320118,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Adams,"Mississippi River,  Quincy, U.S. Rt. 24 bridge",0.6969824014852936,-1.5955649923416488,Bear-Wyaconda,2014,8.0,4.0,2
1646,1320146,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River,  Thebes",0.6496726341161093,-1.561434380687199,Upper Mississippi-Cape Girardeau,2003,8.0,27.0,2
1647,1320609,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River,  1 mi SSW Cairo, Angelo Island",0.64562137585638,-1.5566488624111556,Upper Mississippi-Cape Girardeau,2008,,,2
1648,1320610,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River, RM 49, 3.7 mi NW Thebes",0.6504751365061763,-1.5621616593865049,Upper Mississippi-Cape Girardeau,2008,,,2
1649,1320566,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Ohio River, RM 975, 4 mi N Cairo, mouth Cache River",0.6468746967922373,-1.556408530573156,Lower Ohio,2013,9.0,25.0,2
1650,1320568,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Ohio River, RM 980.5, 1.9 mi ESE Cairo, U.S. Rt. 60/62/51 bridge",0.6456075877552894,-1.5559571884285905,Lower Ohio,2013,9.0,25.0,2
1651,1320554,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River, RM 22, 4.6 mi W Cairo, Browns Bar",0.6458372730848516,-1.557942500452734,Upper Mississippi-Cape Girardeau,2013,9.0,25.0,2
1652,1320564,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River, RM 8, 2.3 mi NW Cairo, bottom of Boston Bar Slough, above I-57 bridge",0.6462489962553972,-1.5570349292416972,Upper Mississippi-Cape Girardeau,2013,9.0,25.0,2
1653,1320521,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River, RM 35.4, 2.1 mi W Miller City, tail of Goose Island",0.6477527719389156,-1.560224867515567,Upper Mississippi-Cape Girardeau,2012,9.0,25.0,2
1654,1320522,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River, RM 42.5, 2.4 mi SSE Thebes",0.6492729537174026,-1.5613506048831032,Upper Mississippi-Cape Girardeau,2012,9.0,25.0,2
1655,1320524,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Ohio River, RM 981, 2.7 mi ESE Cairo, Fort Defiance State Park, mouth",0.6454915233600317,-1.5557583954267882,Upper Mississippi-Cape Girardeau,2013,9.0,25.0,2
1656,1320525,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River, RM 14.5, 4.2 mi ESE Miller City, head of Island 28",0.6472696648019635,-1.5583498603001493,Upper Mississippi-Cape Girardeau,2013,9.0,25.0,2
1657,1320182,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River,  1 mi S Thebes",0.6493846547895302,-1.561397728772907,Upper Mississippi-Cape Girardeau,2002,12.0,19.0,2
1658,1320037,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River, RM 47, 3 mi N Thebes",0.650225554423141,-1.5616354426170285,Upper Mississippi-Cape Girardeau,1992,11.0,6.0,2
1659,1464013,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,Mississippi River,0.6461144313700684,-1.5569062984758248,Upper Mississippi-Cape Girardeau,2005,,,2
1660,116215,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Ohio River (R.M. 945), near Cairo, Illinois",0.6458514626116704,-1.5562694452850647,Lower Ohio,1991,10.0,22.0,2
1661,116714,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River (R.M. 47.0) in deep water behind wingdam on IL side of river 4 mi. south of Cape Girardeau, MO (or 3 mi N of Thebes)",0.6501844868258417,-1.561489201479004,Upper Mississippi-Cape Girardeau,1992,11.0,6.0,2
1662,116715,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Alexander,"Mississippi River (R.M. 38.1) on wingdike left descending bank on IL side of river 13 mi. south of Cape Girardeau, MO",0.6482138530207073,-1.5607885565040835,Upper Mississippi-Cape Girardeau,1992,11.0,19.0,2
1663,1320510,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Brown,"Illinois River, RM 80.5, 7.7 mi N Meredosia, just upstream La Grange Lock & Dam",0.6971597269372961,-1.580116035934696,Lower Illinois-Lake Chautauqua,2010,9.0,1.0,2
1664,887462,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Brown,"Illinois River (along), right descending bank, the Merwin Preserve at Spunky Bottoms, upstream of [Meredosia Lake], N of County Road 500, south of Little Creek, Versailles township, [2.16 air miles S center La Grange], [Cooperstown Quad].",0.6966743508723166,-1.5802350673896821,Lower Illinois,2006,7.0,7.0,2
1665,1320496,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Bureau,"Illinois River, RM 208.1, 0.6 mi NW Hennepin, I-80 bridge",0.7201408262641559,-1.5594248085864528,Lower Illinois-Senachwine Lake,2010,9.0,13.0,1
1666,1320447,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,"Illinois River, RM 36, 4 mi N Kampsville, Retzer's Landing",0.6869786978116376,-1.5816857850639396,Lower Illinois,1995,10.0,,2
1667,1320344,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,"Illinois River, RM 3.6, near Brussels Ferry",0.6801101290733392,-1.579265362457274,Lower Illinois,1992,6.0,3.0,2
1668,1320316,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,"Illinois River,  Kampsville, public boat ramp",0.6858972918071019,-1.5814039143897425,Lower Illinois,1997,6.0,30.0,2
1669,1320134,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,"Swan Lake, RM 5.0, 3 mi WSW Grafton, at mouth",0.6798214516150592,-1.5798301510032193,Lower Illinois,1992,8.0,26.0,2
1670,1320156,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,"Swan Lake,  near Grafton",0.6798214516150592,-1.5798301510032193,Lower Illinois,1993,8.0,15.0,2
1671,117278,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,"Swan Lake near mouth of Illinois River (R.M. 6), 3 mi WSW of Grafton, IL",0.679806089925115,-1.5799851646896632,Lower Illinois,1992,8.0,26.0,2
1672,116230,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,"Mississippi River, (upper R.M. 273.4) just above Lock & Dam No. 24, near Clarksville, MO",0.687309786770741,-1.5865673488087202,The Sny,1992,1.0,10.0,2
1673,117279,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,"Illinois River (R.M. 9) near Brussels, IL",0.6801110218092515,-1.5803425608220487,Lower Illinois,1992,6.0,3.0,2
1674,164196,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Calhoun,Mississippi River at Two Rivers National Wildlife Refuge [Batchtown Division],0.6824555897886317,-1.5826367451601815,The Sny,2005,,,2
1675,116500,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Carroll,"Mississippi River (R.M. 538.4) on the Illinois side of the river at Savanna, Illinois",0.7346689394528408,-1.5735943770415712,Apple-Plum,1992,9.0,17.0,1
1676,1320099,5,Mollusks-Bivalves,Dreissenidae,Dreissena polymorpha,zebra mussel,United States of America,IL,Carroll,"Mississippi River, RM 537.7, Savanna, U.S. Rt. 52 bridge, E side, Pool 13",0.7348628530376533,-1.5735705276409417,Apple-Plum,2013,8.0,6.0,1
